zip_3,Median,Pop
693,39397.29817931034,2503.4827586206898
700,47761.641460465115,13096.023255813954
701,42040.99716842106,19772.315789473683
703,44929.93516363636,8335.666666666666
704,44659.982897368434,10871.28947368421
705,42096.5849220339,10500.152542372882
706,46210.54958611111,7227.638888888889
707,47459.2821107143,6942.714285714285
708,44714.919916666666,21050.5
710,37439.19901836734,3622.265306122449
711,41100.638920000005,20030.0
712,36192.37937872341,7002.893617021276
713,36062.09840000001,5233.6578947368425
714,37662.98529,3684.28
716,31233.81842058823,4971.85294117647
717,37730.37385185186,4034.0
718,36357.98202424242,3874.7272727272725
719,36127.964491666666,4731.472222222223
720,39082.93291267605,5372.549295774648
721,41302.851190740745,5760.444444444444
722,51558.254908333336,17871.166666666668
723,34347.836570370375,3207.722222222222
724,33825.85842203389,3752.7796610169494
725,33149.31769272727,1936.909090909091
726,32317.896002083333,2869.1666666666665
727,46022.00231538461,11226.48717948718
728,34932.559302941176,3623.8529411764707
729,41457.14853529412,6740.117647058823
730,48269.32598148149,6968.271604938272
731,47546.006065116286,13752.883720930233
734,40278.26856333333,2871.633333333333
735,39834.8035319149,4248.127659574468
736,43206.063325,1766.9375
737,45927.80850625,2195.9375
