"","last_fico_range_high","last_fico_range_low","pub_rec_bankruptcies","revol_util","inq_last_6mths","is_rent","is_bad"
"3175",764,760,0,38.3,1,FALSE,0
"3176",819,815,0,3,0,FALSE,0
"3177",744,740,0,38.2,0,FALSE,0
"3178",714,710,0,3.4,0,TRUE,0
"3179",689,685,0,98.2,0,FALSE,0
"3180",769,765,0,32.2,2,TRUE,0
"3181",624,620,0,71.6,1,FALSE,0
"3182",769,765,0,0,1,TRUE,0
"3183",684,680,0,45.8,0,TRUE,1
"3184",764,760,0,0,0,FALSE,0
"3185",824,820,0,49,1,TRUE,0
"3186",529,525,0,94.2,1,TRUE,1
"3187",614,610,0,54.2,1,FALSE,1
"3188",724,720,0,93.6,0,FALSE,0
"3189",794,790,0,36,0,TRUE,0
"3190",734,730,0,84.8,0,TRUE,0
"3191",539,535,0,77.9,0,TRUE,1
"3192",779,775,0,0,0,FALSE,0
"3193",694,690,0,87.6,0,TRUE,0
"3194",614,610,0,27.4,1,TRUE,1
"3195",639,635,1,98.4,2,TRUE,1
"3196",724,720,0,63.3,0,FALSE,0
"3197",709,705,0,53.9,0,FALSE,0
"3198",614,610,0,96,1,FALSE,1
"3199",589,585,0,78.8,3,TRUE,1
"3200",759,755,0,69.9,1,FALSE,0
"3201",589,585,0,72,7,FALSE,1
"3202",669,665,0,42.8,1,FALSE,0
"3203",679,675,0,43.4,1,FALSE,0
"3204",514,510,0,92.2,0,FALSE,1
"3205",704,700,0,80.5,0,FALSE,0
"3206",714,710,0,12.1,0,TRUE,0
"3207",684,680,0,7.7,2,FALSE,0
"3208",659,655,0,74.3,0,FALSE,0
"3209",739,735,0,37.5,0,FALSE,0
"3210",844,840,0,10.9,2,FALSE,0
"3211",694,690,0,71.6,0,FALSE,0
"3212",704,700,0,44.5,0,TRUE,0
"3213",659,655,0,84.7,0,FALSE,1
"3214",769,765,0,1,1,TRUE,0
"3215",509,505,0,98.3,0,TRUE,1
"3216",649,645,0,39.4,2,FALSE,0
"3217",604,600,0,0,0,FALSE,1
"3218",589,585,0,88,0,TRUE,1
"3219",769,765,0,34.8,0,TRUE,0
"3220",724,720,0,75.5,0,TRUE,0
"3221",724,720,0,49.6,0,FALSE,0
"3222",654,650,0,21.5,0,TRUE,0
"3223",524,520,0,9.8,0,FALSE,0
"3224",779,775,0,3.1,1,FALSE,0
"3225",764,760,0,46.4,2,FALSE,0
"3226",744,740,0,27.6,0,FALSE,0
"3227",764,760,0,41.1,2,FALSE,0
"3228",519,515,0,45.9,0,FALSE,1
"3229",629,625,0,1.3,2,TRUE,0
"3230",734,730,0,93.9,0,TRUE,0
"3231",799,795,0,64.3,3,FALSE,0
"3232",664,660,0,40.8,0,FALSE,1
"3233",684,680,0,96.5,0,TRUE,0
"3234",709,705,0,61.2,0,TRUE,0
"3235",744,740,0,59.3,0,TRUE,0
"3236",724,720,0,22.5,1,FALSE,0
"3237",789,785,0,1.1,0,FALSE,0
"3238",749,745,0,17.8,2,FALSE,0
"3239",624,620,0,59.3,1,FALSE,0
"3240",709,705,0,62.2,3,TRUE,0
"3241",734,730,0,1.6,0,TRUE,0
"3242",809,805,0,30.8,0,FALSE,0
"3243",704,700,0,41.8,3,FALSE,0
"3244",704,700,0,73,0,FALSE,0
"3245",749,745,0,49.3,1,FALSE,0
"3246",739,735,0,52.6,0,TRUE,0
"3247",599,595,0,71.9,0,FALSE,0
"3248",649,645,0,59.6,3,FALSE,1
"3249",539,535,0,19.3,2,TRUE,0
"3250",684,680,1,37.4,0,TRUE,0
"3251",499,0,0,82.7,1,TRUE,1
"3252",784,780,0,66.8,0,TRUE,0
"3253",704,700,1,83.7,1,TRUE,0
"3254",779,775,0,52.9,0,FALSE,0
"3255",739,735,0,22.7,1,FALSE,0
"3256",629,625,0,98.6,0,FALSE,0
"3257",844,840,0,14.2,0,FALSE,0
"3258",699,695,0,70.5,0,TRUE,0
"3259",679,675,0,60.4,3,TRUE,0
"3260",704,700,0,69.9,3,FALSE,0
"3261",829,825,0,57.5,0,FALSE,0
"3262",579,575,0,62.3,0,FALSE,0
"3263",499,0,0,78.3,0,FALSE,1
"3264",629,625,0,72.7,3,TRUE,1
"3265",734,730,0,45.4,0,FALSE,0
"3266",644,640,1,36.7,0,TRUE,0
"3267",719,715,0,19.9,0,TRUE,0
"3268",689,685,0,63.2,0,TRUE,0
"3269",769,765,0,45.5,0,TRUE,0
"3270",679,675,0,76,0,TRUE,0
"3271",549,545,0,4.8,5,TRUE,0
"3272",659,655,0,66.7,0,FALSE,0
"3273",739,735,0,13.8,1,TRUE,0
"3274",624,620,0,81.6,1,TRUE,0
"3275",759,755,0,30.3,1,FALSE,0
"3276",704,700,0,52.2,1,TRUE,0
"3277",699,695,0,65,0,FALSE,0
"3278",799,795,0,62.2,2,FALSE,0
"3279",679,675,0,89.4,1,FALSE,0
"3280",629,625,0,45.4,0,TRUE,0
"3281",744,740,0,93.4,0,TRUE,0
"3282",729,725,0,83.3,3,FALSE,0
"3283",724,720,0,32.2,1,FALSE,0
"3284",589,585,0,64.2,0,TRUE,0
"3285",684,680,0,56.2,1,TRUE,0
"3286",559,555,0,55.7,2,FALSE,1
"3287",784,780,0,6.9,0,FALSE,0
"3288",749,745,0,17.6,0,FALSE,0
"3289",749,745,0,95,0,TRUE,0
"3290",639,635,0,4.5,3,FALSE,0
"3291",554,550,0,90.7,1,FALSE,0
"3292",689,685,0,23.4,2,FALSE,0
"3293",679,675,0,29.3,2,FALSE,1
"3294",714,710,0,51.3,1,TRUE,0
"3295",669,665,0,73.1,0,FALSE,0
"3296",619,615,0,66.7,2,FALSE,0
"3297",524,520,0,21.3,0,TRUE,1
"3298",534,530,0,64.9,0,FALSE,0
"3299",504,500,0,79.9,0,FALSE,1
"3300",789,785,0,2,0,TRUE,0
"3301",729,725,0,9.2,1,FALSE,0
"3302",624,620,0,81.1,0,TRUE,0
"3303",679,675,0,65.1,0,TRUE,1
"3304",724,720,0,28.3,1,TRUE,0
"3305",779,775,1,28.1,1,TRUE,0
"3306",769,765,0,40.2,1,FALSE,0
"3307",664,660,0,93.8,1,TRUE,0
"3308",524,520,0,79.4,0,TRUE,1
"3309",799,795,0,71.4,0,FALSE,0
"3310",724,720,0,73,3,TRUE,0
"3311",744,740,0,6.9,0,FALSE,0
"3312",734,730,0,67.8,0,FALSE,0
"3313",644,640,0,25.7,2,TRUE,0
"3314",774,770,0,16.7,0,TRUE,0
"3315",699,695,0,79,3,TRUE,0
"3316",759,755,0,6.8,2,TRUE,0
"3317",624,620,0,62.7,1,TRUE,0
"3318",704,700,2,91.4,1,FALSE,0
"3319",689,685,0,84.7,2,TRUE,0
"3320",649,645,0,83.7,3,TRUE,1
"3321",794,790,0,3.9,0,FALSE,0
"3322",519,515,1,53.4,0,TRUE,0
"3323",684,680,0,67.1,0,FALSE,0
"3324",499,0,0,32.4,3,FALSE,0
"3325",744,740,0,26.5,0,TRUE,0
"3326",654,650,0,25.1,0,FALSE,0
"3327",844,840,0,5.8,0,FALSE,0
"3328",634,630,0,61.4,2,FALSE,1
"3329",739,735,0,97.6,1,FALSE,0
"3330",644,640,0,89.9,1,TRUE,1
"3331",729,725,0,33.6,0,TRUE,0
"3332",749,745,0,30.1,3,TRUE,0
"3333",729,725,0,37.7,0,TRUE,0
"3334",729,725,0,77.9,0,TRUE,0
"3335",689,685,0,55.1,1,TRUE,0
"3336",759,755,0,57.2,0,FALSE,0
"3337",704,700,0,55.4,2,FALSE,0
"3338",769,765,0,74.7,0,TRUE,0
"3339",709,705,0,46.1,1,FALSE,0
"3340",569,565,0,36.3,3,FALSE,1
"3341",644,640,0,69.6,2,FALSE,0
"3342",514,510,0,33.7,0,TRUE,1
"3343",504,500,0,52.8,0,TRUE,1
"3344",799,795,0,35.4,1,FALSE,0
"3345",614,610,0,33,1,FALSE,0
"3346",699,695,0,52.4,3,FALSE,0
"3347",634,630,0,84.4,2,FALSE,1
"3348",534,530,0,18.2,2,TRUE,1
"3349",744,740,0,20.8,4,FALSE,0
"3350",774,770,0,27.3,0,TRUE,0
"3351",649,645,0,60.6,2,TRUE,0
"3352",579,575,0,71,1,TRUE,0
"3353",674,670,0,27.5,0,TRUE,0
"3354",764,760,0,11.8,0,TRUE,0
"3355",709,705,0,60.4,0,FALSE,0
"3356",834,830,0,6.1,0,TRUE,0
"3357",674,670,0,98.3,0,FALSE,0
"3358",709,705,0,0.3,0,TRUE,0
"3359",499,0,0,97.4,1,TRUE,1
"3360",614,610,0,36.8,2,FALSE,0
"3361",549,545,0,15.3,1,FALSE,0
"3362",779,775,0,37.8,0,TRUE,0
"3363",619,615,0,19.8,1,FALSE,0
"3364",719,715,0,85,1,FALSE,0
"3365",769,765,0,10,1,TRUE,0
"3366",704,700,0,71.5,2,FALSE,0
"3367",724,720,0,50.4,0,FALSE,0
"3368",774,770,0,63.7,2,FALSE,0
"3369",759,755,0,60.9,1,TRUE,0
"3370",759,755,0,98.4,0,FALSE,0
"3371",669,665,0,48.8,0,FALSE,0
"3372",709,705,0,62.9,0,FALSE,0
"3373",704,700,0,39.2,0,FALSE,0
"3374",634,630,0,18.2,0,FALSE,0
"3375",804,800,0,47.1,0,FALSE,0
"3376",649,645,0,52.5,0,FALSE,0
"3377",499,0,0,70.3,1,FALSE,1
"3378",679,675,0,43.3,2,FALSE,1
"3379",674,670,0,77.5,2,TRUE,0
"3380",769,765,0,0,0,FALSE,0
"3381",714,710,0,98.3,0,TRUE,0
"3382",719,715,0,14.2,1,FALSE,0
"3383",699,695,0,91.8,0,FALSE,0
"3384",729,725,0,94.9,0,FALSE,0
"3385",714,710,0,87.4,0,TRUE,0
"3386",754,750,0,47.9,0,TRUE,0
"3387",779,775,0,12.4,0,TRUE,0
"3388",769,765,0,26,1,FALSE,0
"3389",644,640,0,73.4,1,FALSE,1
"3390",634,630,0,53.7,2,FALSE,0
"3391",799,795,0,59.1,1,FALSE,0
"3392",684,680,0,34.2,0,TRUE,0
"3393",509,505,0,31.3,0,TRUE,1
"3394",729,725,0,46.4,0,FALSE,0
"3395",754,750,0,81.3,0,FALSE,0
"3396",789,785,0,2.6,1,FALSE,0
"3397",604,600,0,81.9,1,FALSE,1
"3398",674,670,0,88.9,0,TRUE,0
"3399",814,810,0,8.3,0,TRUE,0
"3400",644,640,0,43.2,0,FALSE,0
"3401",794,790,0,63.5,0,FALSE,0
"3402",649,645,0,54.6,0,TRUE,0
"3403",539,535,1,8.46,0,FALSE,1
"3404",784,780,0,59.9,1,TRUE,0
"3405",729,725,0,42,2,TRUE,0
"3406",719,715,0,77.2,0,TRUE,0
"3407",784,780,0,75.9,0,TRUE,0
"3408",564,560,0,78.1,1,FALSE,1
"3409",654,650,0,98.9,0,TRUE,1
"3410",804,800,0,13.7,0,TRUE,0
"3411",554,550,0,92.9,2,TRUE,0
"3412",789,785,0,0,0,FALSE,0
"3413",674,670,0,22.1,0,TRUE,0
"3414",624,620,0,89.4,0,FALSE,1
"3415",779,775,0,54.1,1,FALSE,0
"3416",674,670,1,57.5,0,TRUE,0
"3417",604,600,0,98.6,0,TRUE,0
"3418",579,575,0,7.5,0,FALSE,0
"3419",584,580,0,35.7,2,FALSE,1
"3420",624,620,0,38.4,1,FALSE,1
"3421",674,670,1,96.3,0,FALSE,0
"3422",704,700,0,96.7,0,FALSE,0
"3423",599,595,0,48.4,3,TRUE,0
"3424",689,685,0,74.5,3,FALSE,0
"3425",629,625,0,73.8,1,TRUE,0
"3426",634,630,0,68,0,TRUE,0
"3427",614,610,0,8.2,0,TRUE,0
"3428",634,630,0,93.3,0,FALSE,1
"3429",764,760,0,12.5,0,TRUE,0
"3430",649,645,0,7.2,3,FALSE,0
"3431",799,795,0,32.2,0,TRUE,0
"3432",694,690,0,94.6,1,TRUE,0
"3433",669,665,0,40,1,TRUE,1
"3434",734,730,0,75.8,0,TRUE,0
"3435",749,745,0,69.1,1,TRUE,0
"3436",604,600,0,75.9,0,FALSE,1
"3437",729,725,0,8.1,0,FALSE,0
"3438",674,670,0,40.8,0,FALSE,0
"3439",659,655,0,29.4,0,FALSE,0
"3440",499,0,0,79.5,2,FALSE,1
"3441",729,725,0,80,0,TRUE,0
"3442",634,630,0,54.1,1,TRUE,0
"3443",634,630,0,12,1,TRUE,0
"3444",754,750,0,54.3,3,TRUE,0
"3445",684,680,0,19.8,1,FALSE,0
"3446",684,680,0,64.7,0,TRUE,1
"3447",694,690,0,40.3,1,FALSE,0
"3448",674,670,0,99.6,0,TRUE,0
"3449",809,805,0,92.1,0,FALSE,0
"3450",754,750,0,11.5,1,FALSE,0
"3451",679,675,0,60.4,0,FALSE,0
"3452",654,650,0,98.7,0,TRUE,0
"3453",504,500,0,42.7,0,TRUE,0
"3454",754,750,0,92.9,2,TRUE,0
"3455",634,630,0,68.7,1,TRUE,1
"3456",584,580,0,77.5,1,FALSE,0
"3457",614,610,0,84.5,2,FALSE,1
"3458",754,750,0,22.6,1,TRUE,0
"3459",579,575,0,33.2,1,TRUE,0
"3460",639,635,1,32.2,0,TRUE,0
"3461",779,775,0,1.5,0,FALSE,0
"3462",774,770,0,77.5,0,FALSE,0
"3463",559,555,0,2.5,2,FALSE,0
"3464",784,780,0,31.4,0,TRUE,0
"3465",694,690,0,12.6,0,FALSE,0
"3466",624,620,0,3.4,0,FALSE,0
"3467",649,645,0,50,0,FALSE,1
"3468",579,575,1,80.5,2,FALSE,1
"3469",669,665,0,33.5,2,TRUE,0
"3470",664,660,0,13.3,0,FALSE,0
"3471",649,645,0,28,2,FALSE,0
"3472",739,735,0,28.6,1,TRUE,0
"3473",814,810,0,24.3,0,FALSE,0
"3474",519,515,0,84,0,TRUE,1
"3475",724,720,0,43,0,FALSE,0
"3476",734,730,0,4.8,0,TRUE,0
"3477",679,675,0,17.2,2,FALSE,0
"3478",774,770,0,2.7,1,FALSE,0
"3479",539,535,0,3.1,1,FALSE,0
"3480",724,720,0,31.4,0,TRUE,0
"3481",624,620,0,95.4,1,FALSE,0
"3482",739,735,0,50.4,3,TRUE,0
"3483",719,715,0,33.8,1,TRUE,0
"3484",684,680,0,10.4,0,FALSE,0
"3485",609,605,0,61.1,0,TRUE,0
"3486",689,685,0,17.9,1,FALSE,0
"3487",684,680,0,4.5,0,FALSE,0
"3488",534,530,0,95.3,1,FALSE,1
"3489",604,600,0,25.8,1,TRUE,0
"3490",509,505,1,82.7,1,TRUE,1
"3491",784,780,0,0,0,FALSE,0
"3492",764,760,0,30,5,FALSE,0
"3493",609,605,0,92.2,3,FALSE,0
"3494",739,735,0,10.9,2,FALSE,0
"3495",554,550,0,74.9,0,FALSE,1
"3496",599,595,0,87.9,0,TRUE,1
"3497",704,700,0,64.2,0,FALSE,0
"3498",749,745,0,67.2,0,TRUE,0
"3499",694,690,1,57,3,FALSE,0
"3500",699,695,0,8.4,0,FALSE,0
"3501",769,765,0,24.8,0,FALSE,0
"3502",764,760,0,23.2,2,TRUE,0
"3503",644,640,0,75.2,0,FALSE,0
"3504",724,720,0,67.2,0,TRUE,0
"3505",754,750,0,85.7,3,FALSE,0
"3506",824,820,0,59.2,1,TRUE,0
"3507",659,655,0,53.9,0,FALSE,0
"3508",719,715,0,32.2,1,FALSE,0
"3509",539,535,0,87.7,3,TRUE,1
"3510",799,795,0,0,1,TRUE,0
"3511",739,735,0,61.5,0,FALSE,0
"3512",734,730,1,0,0,FALSE,0
"3513",634,630,0,27.7,1,TRUE,0
"3514",679,675,0,46.6,1,FALSE,0
"3515",764,760,0,54.8,0,FALSE,0
"3516",664,660,0,39.3,0,TRUE,0
"3517",804,800,0,23.1,0,FALSE,0
"3518",659,655,0,70.8,1,TRUE,0
"3519",749,745,0,3.4,2,TRUE,0
"3520",654,650,0,80.1,3,FALSE,1
"3521",664,660,0,83.6,0,FALSE,0
"3522",734,730,0,81.9,0,FALSE,0
"3523",774,770,0,78.2,0,TRUE,0
"3524",704,700,0,41.3,1,FALSE,0
"3525",814,810,0,15.8,0,FALSE,0
"3526",609,605,0,14.4,1,FALSE,0
"3527",649,645,0,67.8,1,TRUE,1
"3528",604,600,0,38.1,2,TRUE,0
"3529",684,680,0,96.8,0,TRUE,0
"3530",554,550,0,72.3,2,FALSE,0
"3531",834,830,0,52.9,0,FALSE,0
"3532",714,710,0,50.5,3,FALSE,0
"3533",624,620,0,43.8,3,TRUE,0
"3534",684,680,0,92.2,2,FALSE,0
"3535",679,675,1,69.9,1,FALSE,0
"3536",609,605,0,55,1,FALSE,0
"3537",629,625,0,81,0,TRUE,0
"3538",804,800,0,74.5,0,TRUE,0
"3539",549,545,0,87.6,2,TRUE,0
"3540",689,685,1,20.8,0,TRUE,0
"3541",524,520,0,56.3,1,FALSE,0
"3542",714,710,0,26.7,2,TRUE,0
"3543",814,810,0,42.2,0,TRUE,0
"3544",784,780,0,63.1,0,FALSE,0
"3545",689,685,0,29.1,2,TRUE,0
"3546",744,740,0,57.8,0,TRUE,0
"3547",779,775,0,57.9,1,FALSE,0
"3548",739,735,1,59.1,0,TRUE,0
"3549",839,835,0,19.7,0,FALSE,0
"3550",654,650,0,0,0,FALSE,0
"3551",694,690,0,77.3,1,FALSE,0
"3552",689,685,0,22.4,3,TRUE,0
"3553",704,700,0,76.6,2,TRUE,0
"3554",664,660,0,73.9,3,TRUE,1
"3555",829,825,0,8.1,1,FALSE,0
"3556",744,740,0,0.7,3,TRUE,0
"3557",704,700,0,92.9,0,FALSE,0
"3558",794,790,0,22.7,1,FALSE,0
"3559",589,585,0,85.3,0,TRUE,1
"3560",739,735,0,1.4,0,FALSE,0
"3561",679,675,0,69.8,1,TRUE,0
"3562",694,690,0,15.8,1,TRUE,0
"3563",704,700,0,57.1,2,FALSE,0
"3564",709,705,0,47.9,0,FALSE,0
"3565",599,595,0,72.1,1,FALSE,0
"3566",644,640,0,23.9,1,TRUE,0
"3567",739,735,0,69.6,0,FALSE,0
"3568",734,730,0,79.9,3,TRUE,0
"3569",684,680,0,70.7,0,TRUE,0
"3570",819,815,0,37.9,0,FALSE,0
"3571",704,700,0,26.5,0,TRUE,0
"3572",694,690,0,70.8,1,TRUE,0
"3573",684,680,0,66.2,0,FALSE,0
"3574",769,765,0,36.8,0,FALSE,0
"3575",704,700,0,31.3,0,TRUE,0
"3576",749,745,1,53.4,2,FALSE,0
"3577",764,760,0,31.3,0,TRUE,0
"3578",599,595,0,NA,1,TRUE,0
"3579",589,585,0,83.1,3,FALSE,1
"3580",699,695,0,66.8,1,FALSE,0
"3581",629,625,0,68.4,3,FALSE,0
"3582",729,725,0,82.6,2,FALSE,0
"3583",689,685,0,92.1,0,TRUE,0
"3584",754,750,0,76.8,3,FALSE,0
"3585",674,670,0,83.6,0,TRUE,0
"3586",664,660,1,55.7,2,FALSE,0
"3587",674,670,0,44.1,1,FALSE,1
"3588",649,645,0,97.2,0,TRUE,0
"3589",659,655,0,71.8,0,FALSE,0
"3590",764,760,0,33.1,0,FALSE,0
"3591",719,715,0,59.4,2,FALSE,0
"3592",689,685,0,53.6,1,FALSE,0
"3593",734,730,0,41.3,0,FALSE,0
"3594",834,830,0,0.2,3,FALSE,0
"3595",684,680,0,80.2,0,TRUE,0
"3596",674,670,0,72.2,3,FALSE,0
"3597",609,605,0,98.8,1,FALSE,0
"3598",759,755,0,48.1,1,TRUE,0
"3599",664,660,0,64,0,TRUE,0
"3600",694,690,0,56.9,2,FALSE,0
"3601",584,580,0,29.4,2,FALSE,1
"3602",824,820,0,12,2,TRUE,0
"3603",689,685,0,63.3,2,TRUE,0
"3604",689,685,0,41.7,0,FALSE,0
"3605",759,755,0,43.3,1,FALSE,0
"3606",639,635,0,56.2,0,FALSE,0
"3607",659,655,0,14.4,2,FALSE,1
"3608",574,570,0,35.2,1,FALSE,0
"3609",669,665,0,87.8,0,TRUE,0
"3610",769,765,0,14.8,0,TRUE,0
"3611",589,585,0,50,0,FALSE,0
"3612",714,710,0,88,1,TRUE,0
"3613",729,725,0,31.7,2,FALSE,0
"3614",709,705,0,53.5,0,TRUE,0
"3615",744,740,0,80.3,1,FALSE,0
"3616",669,665,0,94,0,FALSE,0
"3617",594,590,0,50.3,0,TRUE,1
"3618",639,635,0,9.4,0,TRUE,0
"3619",729,725,0,53.7,2,TRUE,0
"3620",699,695,0,68.6,1,FALSE,0
"3621",739,735,0,27.2,2,TRUE,0
"3622",624,620,0,74.5,1,TRUE,0
"3623",734,730,0,39.6,1,TRUE,0
"3624",794,790,0,46.5,0,TRUE,0
"3625",709,705,0,97,1,TRUE,0
"3626",559,555,0,60.5,3,TRUE,1
"3627",684,680,0,28.8,1,TRUE,0
"3628",749,745,0,27.2,0,FALSE,0
"3629",559,555,1,78.7,3,FALSE,0
"3630",639,635,0,51.4,0,TRUE,0
"3631",714,710,0,24.5,0,FALSE,0
"3632",714,710,0,84.7,0,FALSE,0
"3633",714,710,0,40.8,0,FALSE,0
"3634",714,710,0,91.9,0,TRUE,0
"3635",549,545,0,24.8,0,TRUE,0
"3636",699,695,0,47.6,0,FALSE,0
"3637",764,760,0,11.3,1,TRUE,0
"3638",794,790,0,70.7,1,TRUE,0
"3639",719,715,0,97,1,FALSE,0
"3640",499,0,0,84.1,1,TRUE,0
"3641",594,590,1,86.7,0,TRUE,1
"3642",499,0,0,57.9,2,FALSE,0
"3643",679,675,0,36.5,0,TRUE,0
"3644",809,805,0,88.7,0,FALSE,0
"3645",639,635,0,89.6,2,FALSE,1
"3646",739,735,0,63.1,2,FALSE,0
"3647",644,640,0,23.6,0,TRUE,1
"3648",664,660,0,2.5,1,FALSE,0
"3649",759,755,0,1.5,0,TRUE,0
"3650",784,780,0,29.2,2,FALSE,0
"3651",699,695,0,18.4,0,TRUE,0
"3652",799,795,0,22.1,2,FALSE,0
"3653",769,765,0,27.8,1,TRUE,0
"3654",784,780,0,90.8,0,FALSE,0
"3655",629,625,0,37.9,1,FALSE,1
"3656",739,735,0,14,1,TRUE,0
"3657",659,655,1,78.1,3,FALSE,0
"3658",614,610,0,72.8,0,FALSE,1
"3659",714,710,0,97.9,2,TRUE,0
"3660",534,530,0,74.8,1,TRUE,0
"3661",679,675,0,91.9,0,TRUE,0
"3662",644,640,0,70.1,0,FALSE,0
"3663",554,550,0,54.3,0,FALSE,1
"3664",679,675,0,98.9,0,TRUE,0
"3665",734,730,0,88.6,1,TRUE,0
"3666",799,795,0,7,0,TRUE,0
"3667",679,675,1,78.5,1,TRUE,0
"3668",709,705,0,45.8,1,TRUE,0
"3669",664,660,0,34.7,0,FALSE,1
"3670",679,675,0,64.6,3,TRUE,0
"3671",809,805,0,11.8,0,FALSE,0
"3672",724,720,0,13.4,0,TRUE,0
"3673",764,760,0,20.8,0,FALSE,0
"3674",634,630,0,1.5,0,FALSE,0
"3675",719,715,0,11.3,1,FALSE,0
"3676",754,750,0,51.3,0,FALSE,0
"3677",0,0,0,65.1,0,FALSE,0
"3678",799,795,0,16.8,0,TRUE,0
"3679",669,665,0,71.7,0,FALSE,0
"3680",0,0,0,1.8,2,FALSE,0
"3681",694,690,0,88.5,2,FALSE,0
"3682",739,735,0,38.1,0,FALSE,0
"3683",819,815,0,45.6,0,FALSE,0
"3684",749,745,0,72.8,0,TRUE,0
"3685",759,755,0,2.4,0,TRUE,0
"3686",674,670,0,3.1,0,TRUE,0
"3687",644,640,0,24.9,3,FALSE,0
"3688",744,740,0,64.7,0,FALSE,0
"3689",809,805,0,4,1,FALSE,0
"3690",609,605,0,83.3,3,TRUE,1
"3691",759,755,0,62.3,1,TRUE,0
"3692",649,645,0,64.6,0,TRUE,1
"3693",714,710,0,47.7,1,FALSE,0
"3694",774,770,0,31.6,0,FALSE,0
"3695",549,545,0,74,0,TRUE,1
"3696",659,655,0,43.1,0,FALSE,1
"3697",729,725,0,96.4,2,TRUE,0
"3698",634,630,0,37.6,0,TRUE,0
"3699",784,780,0,21.7,0,TRUE,0
"3700",804,800,0,58.6,2,TRUE,0
"3701",664,660,0,60.7,0,FALSE,1
"3702",654,650,0,64.2,1,FALSE,1
"3703",774,770,0,37,0,TRUE,0
"3704",639,635,0,60.2,0,TRUE,1
"3705",814,810,0,25.5,0,FALSE,0
"3706",679,675,0,27,2,TRUE,0
"3707",684,680,0,84.2,0,TRUE,0
"3708",744,740,0,74,2,FALSE,0
"3709",699,695,0,84.2,1,FALSE,0
"3710",734,730,0,51.3,2,TRUE,0
"3711",544,540,0,45.9,0,FALSE,1
"3712",784,780,0,53.4,1,FALSE,0
"3713",589,585,0,55.3,1,FALSE,0
"3714",649,645,1,76.3,0,TRUE,0
"3715",694,690,0,26.8,0,FALSE,0
"3716",584,580,0,90,0,TRUE,1
"3717",694,690,0,90.9,1,FALSE,0
"3718",804,800,0,29.1,3,FALSE,0
"3719",619,615,0,54.9,1,TRUE,0
"3720",779,775,0,58,0,TRUE,0
"3721",504,500,0,72.8,3,TRUE,1
"3722",704,700,0,49.9,3,FALSE,0
"3723",624,620,0,63.7,0,TRUE,1
"3724",609,605,0,96.5,2,TRUE,1
"3725",599,595,0,0,1,TRUE,0
"3726",659,655,0,48,0,TRUE,0
"3727",834,830,0,18.2,3,FALSE,0
"3728",684,680,0,41.9,3,TRUE,1
"3729",709,705,1,19.9,0,FALSE,0
"3730",664,660,0,64.9,1,TRUE,0
"3731",694,690,0,32.9,0,FALSE,0
"3732",659,655,0,87,0,FALSE,1
"3733",674,670,0,53.5,2,FALSE,1
"3734",769,765,0,74.6,0,TRUE,0
"3735",679,675,0,18.6,2,TRUE,0
"3736",844,840,0,3,0,FALSE,0
"3737",694,690,0,23.6,2,FALSE,0
"3738",739,735,0,4.8,3,FALSE,0
"3739",684,680,0,81.6,1,FALSE,0
"3740",499,0,0,22,2,TRUE,1
"3741",739,735,0,23.4,1,FALSE,0
"3742",694,690,1,82.4,0,TRUE,0
"3743",704,700,0,63.6,0,FALSE,0
"3744",509,505,0,77.6,1,TRUE,1
"3745",704,700,0,2.6,2,FALSE,0
"3746",759,755,0,27.9,0,FALSE,0
"3747",634,630,0,44.3,0,FALSE,0
"3748",684,680,0,49,0,FALSE,0
"3749",804,800,1,75.7,1,FALSE,0
"3750",519,515,0,84.2,0,TRUE,1
"3751",694,690,0,65.1,0,TRUE,0
"3752",704,700,0,38.5,0,FALSE,0
"3753",649,645,0,2.3,1,FALSE,0
"3754",594,590,0,57.3,1,TRUE,0
"3755",714,710,0,24.1,0,FALSE,0
"3756",689,685,0,60.8,0,TRUE,0
"3757",679,675,0,83.1,0,TRUE,0
"3758",834,830,0,5.9,0,FALSE,0
"3759",674,670,0,39.4,0,TRUE,0
"3760",574,570,0,36.7,0,TRUE,0
"3761",594,590,0,58.7,0,TRUE,1
"3762",759,755,0,22.3,0,FALSE,0
"3763",764,760,0,16.1,1,FALSE,0
"3764",779,775,0,70.5,1,TRUE,0
"3765",704,700,0,71.7,2,FALSE,0
"3766",779,775,0,31.1,0,TRUE,0
"3767",624,620,0,69.1,3,FALSE,0
"3768",629,625,0,87.3,0,FALSE,0
"3769",759,755,0,49.3,2,FALSE,0
"3770",809,805,0,38.4,0,FALSE,0
"3771",719,715,0,62.5,2,FALSE,0
"3772",734,730,0,36.6,1,TRUE,0
"3773",744,740,0,13.1,0,TRUE,0
"3774",789,785,0,14.1,2,FALSE,0
"3775",709,705,1,48.1,0,FALSE,0
"3776",594,590,0,83.4,1,FALSE,1
"3777",709,705,0,8.1,0,TRUE,0
"3778",679,675,0,73.8,2,FALSE,0
"3779",629,625,0,33.1,1,TRUE,0
"3780",549,545,0,64,1,TRUE,1
"3781",679,675,0,91.1,0,TRUE,0
"3782",799,795,0,12,1,FALSE,0
"3783",719,715,0,71.8,2,TRUE,0
"3784",649,645,0,38.7,0,FALSE,1
"3785",714,710,0,31.2,0,FALSE,0
