total_rec_prncp,last_fico_range_high,last_fico_range_low,last_pymnt_delta,last_pymnt_amnt,zip_code,is_bad
11e3,704,700,943.0,2370.85,489xx,0.0
14500.0,729,725,974.0,8226.76,562xx,0.0
6e3,684,680,1127.0,232.02,142xx,0.0
4375.0,684,680,425.0,34.75,967xx,0.0
1e4,729,725,59.0,10088.67,927xx,0.0
1e4,689,685,1520.0,2710.44,905xx,0.0
3e3,614,610,1127.0,96.24,921xx,0.0
7700.0,599,595,821.0,2653.82,020xx,0.0
9e3,774,770,1096.0,294.04,752xx,0.0
7976.38,614,610,974.0,28.5,800xx,1.0
3404.41,604,600,609.0,400.0,917xx,1.0
25e3,654,650,212.0,22191.81,301xx,0.0
1e4,734,730,1127.0,315.04,770xx,0.0
20000.01,684,680,1127.0,704.96,282xx,0.0
17e3,769,765,851.0,282.88,068xx,0.0
1e4,784,780,1216.0,4518.23,941xx,0.0
15e3,674,670,396.0,9493.61,850xx,0.0
5148.62,649,645,609.0,360.56,441xx,1.0
6103.91,569,565,974.0,222.02,863xx,1.0
2e4,664,660,212.0,19079.84,115xx,0.0
6e3,684,680,1127.0,187.89,080xx,0.0
12e3,689,685,1765.0,1087.25,284xx,0.0
12150.0,669,665,790.0,4521.98,981xx,0.0
3500.0,689,685,731.0,169.33,088xx,0.0
6500.0,744,740,1127.0,224.69,601xx,0.0
1196.26,649,645,273.0,50.0,919xx,1.0
7660.72,499,0,456.0,39.52,085xx,1.0
1e4,714,710,700.0,4416.69,951xx,0.0
2e4,739,735,547.0,12207.88,342xx,0.0
13250.0,799,795,1642.0,2232.63,971xx,0.0
11e3,799,795,1857.0,249.95,100xx,0.0
15e3,734,730,851.0,4721.54,840xx,0.0
3e3,679,675,1155.0,52.56,945xx,0.0
4e3,674,670,1765.0,222.53,136xx,0.0
4212.43,514,510,578.0,46.41,604xx,1.0
12e3,769,765,943.0,2582.85,201xx,0.0
1e4,769,765,396.0,7224.37,541xx,0.0
5389.28,569,565,731.0,323.61,238xx,1.0
22e3,679,675,821.0,8269.27,926xx,0.0
5600.0,719,715,1127.0,201.69,601xx,0.0
4800.0,694,690,1369.0,1800.41,021xx,0.0
2703.93,634,630,455.0,218.26,333xx,1.0
15e3,704,700,1127.0,7512.63,773xx,0.0
9e3,529,525,1127.0,321.68,941xx,0.0
12e3,764,760,731.0,5164.76,902xx,0.0
18e3,714,710,1127.0,623.53,178xx,0.0
18e3,674,670,1308.0,7473.95,750xx,0.0
4e3,679,675,974.0,766.11,891xx,0.0
5e3,764,760,1127.0,185.14,100xx,0.0
6137.16,654,650,1035.0,39.36,077xx,1.0
15e3,789,785,1127.0,503.77,106xx,0.0
1200.0,659,655,517.0,768.76,120xx,0.0
1e4,779,775,1065.0,1019.78,926xx,0.0
8750.0,609,605,1127.0,328.43,071xx,0.0
4800.0,729,725,1127.0,166.36,294xx,0.0
15590.94,594,590,1795.0,392.5,996xx,1.0
17500.0,669,665,1127.0,635.49,852xx,0.0
1e4,704,700,273.0,8364.35,666xx,0.0
9250.0,664,660,273.0,8637.98,286xx,0.0
4800.0,499,0,790.0,1838.17,570xx,0.0
8500.0,784,780,1127.0,292.08,148xx,0.0
7e3,739,735,1127.0,240.62,875xx,0.0
8411.4,614,610,974.0,324.42,295xx,1.0
12e3,759,755,1096.0,387.36,535xx,0.0
2641.08,499,0,609.0,261.17,840xx,1.0
2e4,794,790,821.0,5201.58,103xx,0.0
5e3,779,775,486.0,3199.17,119xx,0.0
2e4,699,695,1065.0,2065.67,941xx,0.0
436.51,674,670,90.0,490.63,957xx,1.0
7e3,629,625,1127.0,252.61,600xx,0.0
6e3,759,755,974.0,1144.1,073xx,0.0
25e3,514,510,762.0,9341.48,281xx,0.0
1e4,629,625,943.0,831.53,171xx,0.0
18e3,734,730,1127.0,641.52,662xx,0.0
11e3,699,695,1857.0,249.95,934xx,0.0
740.49,604,600,273.0,193.06,890xx,1.0
6e3,604,600,1612.0,1075.97,773xx,0.0
12e3,779,775,790.0,4582.07,452xx,0.0
14500.0,719,715,1127.0,469.77,631xx,0.0
2e4,819,815,1127.0,702.24,926xx,0.0
2e4,654,650,1004.0,3451.92,773xx,0.0
8e3,719,715,1127.0,268.32,319xx,0.0
3822.59,499,0,974.0,43.5,112xx,1.0
1e4,704,700,974.0,5912.79,221xx,0.0
7750.0,654,650,912.0,1964.06,639xx,0.0
6e3,789,785,1127.0,193.54,297xx,0.0
332.74,589,585,90.0,318.98,906xx,1.0
10750.0,529,525,1127.0,364.61,852xx,0.0
3174.91,639,635,974.0,178.08,913xx,1.0
14600.0,764,760,212.0,9588.55,923xx,0.0
15e3,684,680,1004.0,2506.44,088xx,0.0
8e3,609,605,1430.0,2722.14,191xx,0.0
6e3,614,610,1127.0,213.03,750xx,0.0
12e3,719,715,1339.0,4387.79,708xx,0.0
16800.0,649,645,1400.0,5738.73,156xx,0.0
9999.99,669,665,1492.0,2897.55,531xx,0.0
5e3,509,505,670.0,104.56,314xx,0.0
1e4,799,795,1127.0,370.5,338xx,0.0
2685.94,569,565,851.0,160.82,117xx,1.0
13600.0,739,735,609.0,22.69,161xx,0.0
1e4,629,625,425.0,1653.52,112xx,0.0
1e4,724,720,1127.0,325.04,280xx,0.0
2625.24,499,0,273.0,405.34,972xx,1.0
1e4,739,735,547.0,3268.11,750xx,0.0
16e3,684,680,151.0,14980.67,021xx,0.0
12e3,634,630,943.0,7059.66,236xx,0.0
7e3,709,705,1127.0,95.13,785xx,0.0
5500.0,544,540,912.0,1390.38,630xx,0.0
12500.0,804,800,517.0,6842.37,980xx,0.0
4e3,694,690,1127.0,145.25,027xx,0.0
6450.0,729,725,639.0,3326.74,117xx,0.0
5e3,634,630,334.0,3877.98,946xx,0.0
1210.78,594,590,731.0,92.66,797xx,1.0
7e3,724,720,1795.0,485.8,070xx,0.0
25e3,674,670,1857.0,623.01,103xx,0.0
8090.41,519,515,517.0,652.32,129xx,1.0
5e3,684,680,762.0,283.9,111xx,0.0
1e4,799,795,365.0,7424.66,435xx,0.0
12e3,799,795,790.0,4311.57,601xx,0.0
8e3,664,660,517.0,802.62,853xx,0.0
5525.0,769,765,1127.0,205.99,190xx,0.0
2e4,599,595,396.0,15183.53,025xx,0.0
6900.0,754,750,151.0,6692.51,184xx,0.0
15250.0,584,580,1127.0,516.66,083xx,0.0
15e3,699,695,1216.0,6926.57,117xx,0.0
12200.0,694,690,974.0,2251.18,972xx,0.0
17500.01,724,720,1857.0,415.27,906xx,0.0
5e3,634,630,1127.0,199.37,028xx,0.0
1e4,694,690,974.0,1945.61,445xx,0.0
3500.0,544,540,212.0,3097.99,787xx,0.0
2e4,799,795,821.0,6324.32,913xx,0.0
7e3,759,755,821.0,2277.76,605xx,0.0
5e3,694,690,762.0,593.14,322xx,0.0
8e3,734,730,790.0,3051.08,770xx,0.0
11e3,774,770,1035.0,5922.85,606xx,0.0
1e4,824,820,821.0,3278.85,910xx,0.0
8e3,689,685,1857.0,196.14,920xx,0.0
7e3,799,795,1886.0,0.36,840xx,0.0
8e3,794,790,790.0,2893.56,278xx,0.0
1e4,759,755,1127.0,347.25,891xx,0.0
142.51,499,0,120.0,91.9,430xx,1.0
1e4,699,695,1127.0,312.67,148xx,0.0
21e3,809,805,790.0,7857.98,750xx,0.0
2e4,714,710,396.0,17664.23,307xx,0.0
9467.14,499,0,609.0,688.81,770xx,1.0
13750.0,819,815,700.0,6115.27,120xx,0.0
4200.0,689,685,1857.0,97.85,600xx,0.0
3200.0,689,685,517.0,12.63,308xx,0.0
5500.0,629,625,1096.0,193.14,850xx,0.0
22e3,694,690,334.0,19704.81,853xx,0.0
12127.06,659,655,912.0,2195.0,925xx,1.0
2114.46,599,595,700.0,305.8,923xx,1.0
18e3,719,715,59.0,18169.29,532xx,0.0
4e3,714,710,1369.0,1445.31,974xx,0.0
8e3,724,720,212.0,7081.61,023xx,0.0
7e3,689,685,151.0,6558.81,341xx,0.0
2e4,674,670,912.0,5199.56,967xx,0.0
12e3,774,770,821.0,939.73,300xx,0.0
22750.0,719,715,1035.0,13226.35,070xx,0.0
2e4,734,730,912.0,4830.91,325xx,0.0
12e3,674,670,1127.0,400.95,064xx,0.0
3102.15,664,660,304.0,454.18,331xx,1.0
5525.0,689,685,59.0,5576.92,780xx,0.0
12348.65,599,595,1612.0,341.76,763xx,1.0
13e3,644,640,1216.0,3573.28,640xx,0.0
20400.0,769,765,486.0,26.55,112xx,0.0
14400.0,609,605,1886.0,1.39,634xx,0.0
9e3,784,780,731.0,6292.25,115xx,0.0
25e3,764,760,243.0,815.72,076xx,0.0
4e3,629,625,1127.0,130.07,600xx,0.0
2e4,729,725,151.0,16.68,751xx,0.0
1e4,644,640,547.0,7894.38,809xx,0.0
1e4,709,705,1127.0,370.94,073xx,0.0
1e4,734,730,851.0,3149.0,070xx,0.0
12e3,754,750,1127.0,399.5,272xx,0.0
1375.64,534,530,273.0,318.98,349xx,1.0
6e3,824,820,1127.0,238.56,930xx,0.0
25e3,694,690,1127.0,942.89,292xx,0.0
5e3,634,630,1096.0,166.38,337xx,0.0
1001.92,654,650,242.0,222.49,910xx,1.0
11222.42,534,530,578.0,1708.56,746xx,1.0
6e3,779,775,609.0,152.25,786xx,0.0
4500.0,734,730,943.0,1049.4,223xx,0.0
15e3,784,780,243.0,14203.52,907xx,0.0
16e3,664,660,851.0,5158.71,024xx,0.0
1e4,719,715,547.0,31.56,181xx,0.0
8e3,709,705,912.0,4803.75,921xx,0.0
23e3,799,795,304.0,18826.73,751xx,0.0
1694.43,584,580,731.0,150.0,274xx,1.0
4e3,649,645,1127.0,141.26,272xx,0.0
8e3,794,790,1127.0,274.87,630xx,0.0
25e3,719,715,425.0,17708.63,906xx,0.0
15e3,789,785,1704.0,2044.6,278xx,0.0
15e3,679,675,151.0,14173.47,021xx,0.0
6e3,664,660,1127.0,203.03,115xx,0.0
6e3,749,745,1127.0,199.66,913xx,0.0
2e4,794,790,821.0,1897.41,972xx,0.0
10500.0,714,710,212.0,9927.12,762xx,0.0
10500.0,764,760,243.0,3160.73,336xx,0.0
8400.0,679,675,1277.0,3433.91,327xx,0.0
25e3,699,695,1247.0,11202.04,303xx,0.0
1500.0,609,605,821.0,205.85,890xx,0.0
25e3,694,690,1127.0,877.56,761xx,0.0
8e3,779,775,1127.0,255.39,082xx,0.0
75.02,619,615,89.0,31.01,923xx,1.0
5500.0,699,695,547.0,3308.5,028xx,0.0
3894.54,609,605,790.0,289.59,730xx,1.0
25e3,774,770,1642.0,2909.93,208xx,0.0
4e3,699,695,1096.0,141.04,606xx,0.0
5e3,644,640,1857.0,123.21,891xx,0.0
4334.09,694,690,547.0,324.42,113xx,1.0
1e4,699,695,1857.0,257.23,539xx,0.0
9959.95,629,625,1642.0,306.36,606xx,1.0
5400.0,709,705,790.0,1919.07,785xx,0.0
2e4,764,760,151.0,18686.41,322xx,0.0
24999.99,649,645,1127.0,941.85,925xx,0.0
1e4,729,725,1127.0,329.31,750xx,0.0
13999.99,724,720,1857.0,315.8,305xx,0.0
12e3,569,565,1127.0,456.97,298xx,0.0
12e3,524,520,486.0,8136.91,666xx,0.0
4260.37,619,615,456.0,959.3,068xx,1.0
1e4,684,680,547.0,5967.01,080xx,0.0
3600.0,729,725,1127.0,132.35,910xx,0.0
8e3,689,685,1127.0,285.38,598xx,0.0
8e3,659,655,1857.0,174.26,600xx,0.0
1e4,784,780,1127.0,353.45,945xx,0.0
12e3,549,545,821.0,4014.78,325xx,0.0
13e3,699,695,1065.0,1202.62,361xx,0.0
5e3,749,745,396.0,12.94,622xx,0.0
3500.0,814,810,1127.0,118.38,334xx,0.0
173.97,724,720,151.0,131.81,290xx,1.0
809.57,499,0,243.0,172.21,180xx,1.0
1197.77,629,625,243.0,225.88,066xx,1.0
11200.0,694,690,1520.0,866.88,070xx,0.0
7e3,724,720,821.0,2315.19,951xx,0.0
2e4,719,715,334.0,23.29,067xx,0.0
3e3,754,750,912.0,762.26,326xx,0.0
8e3,694,690,1155.0,4096.75,606xx,0.0
15e3,769,765,943.0,9245.62,968xx,0.0
7e3,654,650,547.0,4191.49,923xx,0.0
10400.0,739,735,1096.0,364.39,532xx,0.0
4500.0,759,755,304.0,4021.22,894xx,0.0
16750.0,649,645,1734.0,1803.33,314xx,0.0
11500.0,674,670,1096.0,236.47,073xx,0.0
16e3,649,645,1704.0,1876.69,814xx,0.0
8e3,679,675,912.0,1985.81,112xx,0.0
12e3,734,730,151.0,10862.01,484xx,0.0
1e3,499,0,1096.0,37.49,761xx,0.0
1e4,729,725,700.0,4552.36,483xx,0.0
3e3,669,665,912.0,731.36,220xx,0.0
12e3,744,740,304.0,9832.14,932xx,0.0
12250.0,794,790,1004.0,881.15,483xx,0.0
21e3,724,720,304.0,19376.23,945xx,0.0
6075.0,779,775,639.0,3137.2,024xx,0.0
24250.0,589,585,304.0,22510.66,028xx,0.0
631.71,624,620,304.0,201.08,958xx,1.0
1e3,789,785,578.0,527.94,805xx,0.0
11921.82,504,500,1127.0,614.56,902xx,1.0
2850.0,594,590,212.0,2467.09,112xx,0.0
2400.0,684,680,1004.0,412.47,782xx,0.0
7e3,779,775,912.0,1490.46,029xx,0.0
7e3,724,720,731.0,4892.35,117xx,0.0
8400.0,659,655,1369.0,2730.01,532xx,0.0
1e4,739,735,486.0,6553.08,143xx,0.0
12e3,764,760,1096.0,387.74,180xx,0.0
7200.0,694,690,1127.0,3654.0,781xx,0.0
25e3,784,780,670.0,18813.28,932xx,0.0
2e3,544,540,943.0,1182.42,275xx,0.0
4424.35,644,640,547.0,311.8,080xx,1.0
2e4,699,695,1857.0,478.14,624xx,0.0
25e3,584,580,1004.0,4062.61,223xx,0.0
4280.7,599,595,1155.0,183.8,302xx,1.0
1e4,649,645,670.0,4785.21,150xx,0.0
15e3,729,725,821.0,9861.14,941xx,0.0
12e3,679,675,1857.0,298.66,323xx,0.0
2e4,774,770,1096.0,658.53,117xx,0.0
2e4,694,690,609.0,10917.34,941xx,0.0
3600.0,714,710,1096.0,130.59,024xx,0.0
15e3,659,655,151.0,13944.17,125xx,0.0
5500.0,664,660,1096.0,208.39,920xx,0.0
4800.0,699,695,1096.0,159.5,030xx,0.0
2192.26,499,0,639.0,224.36,840xx,1.0
8e3,764,760,243.0,6638.65,606xx,0.0
8600.0,689,685,1857.0,185.22,280xx,0.0
1269.21,649,645,762.0,93.43,444xx,1.0
3e3,664,660,790.0,2050.49,087xx,0.0
5e3,669,665,578.0,2995.76,484xx,0.0
5e3,744,740,1096.0,172.59,606xx,0.0
5e3,804,800,1857.0,119.98,210xx,0.0
25e3,664,660,1857.0,653.06,300xx,0.0
14e3,719,715,639.0,4390.68,325xx,0.0
1779.36,609,605,334.0,405.26,981xx,1.0
25e3,709,705,1581.0,5379.14,921xx,0.0
12e3,699,695,1096.0,399.44,908xx,0.0
15e3,719,715,1826.0,364.06,945xx,0.0
5500.0,774,770,670.0,2447.8,906xx,0.0
1e4,764,760,1127.0,315.39,113xx,0.0
17500.0,554,550,181.0,16714.48,770xx,0.0
4e3,769,765,1277.0,245.94,275xx,0.0
8e3,819,815,1096.0,269.87,752xx,0.0
15e3,654,650,1096.0,577.04,662xx,0.0
4328.08,559,555,1004.0,172.21,334xx,1.0
5e3,749,745,90.0,4915.44,189xx,0.0
7500.0,759,755,1127.0,254.57,153xx,0.0
6475.0,719,715,790.0,2302.19,100xx,0.0
4334.61,619,615,547.0,324.42,900xx,1.0
1506.23,579,575,365.0,160.47,103xx,1.0
1200.0,699,695,639.0,300.44,080xx,0.0
1e4,769,765,1096.0,318.26,190xx,0.0
12e3,834,830,1004.0,1914.87,770xx,0.0
9600.0,744,740,273.0,7652.72,080xx,0.0
1713.16,499,0,425.0,168.62,217xx,1.0
1e4,704,700,1096.0,359.67,554xx,0.0
12e3,574,570,1826.0,256.74,705xx,0.0
15200.0,784,780,1520.0,4118.97,101xx,0.0
12e3,624,620,547.0,7238.8,331xx,0.0
3212.83,499,0,517.0,262.33,666xx,1.0
7200.0,694,690,1127.0,240.27,950xx,0.0
13e3,684,680,1065.0,6778.92,802xx,0.0
11200.0,699,695,851.0,3331.09,070xx,0.0
6e3,789,785,1096.0,193.41,330xx,0.0
5550.0,644,640,851.0,1571.77,665xx,0.0
2e3,704,700,1065.0,195.42,559xx,0.0
16e3,694,690,1096.0,548.78,921xx,0.0
6e3,774,770,1096.0,225.13,750xx,0.0
12e3,829,825,1096.0,376.77,452xx,0.0
7e3,644,640,1826.0,166.68,328xx,0.0
25e3,779,775,731.0,18503.23,991xx,0.0
6200.0,734,730,1127.0,204.56,240xx,0.0
25e3,749,745,1065.0,14059.68,756xx,0.0
2e4,704,700,1096.0,702.48,112xx,0.0
5323.23,589,585,1247.0,42.18,629xx,1.0
9e3,694,690,731.0,3471.08,331xx,0.0
16e3,704,700,425.0,11374.19,086xx,0.0
12e3,664,660,1096.0,422.65,431xx,0.0
8e3,779,775,1096.0,251.22,063xx,0.0
6e3,654,650,821.0,4130.01,207xx,0.0
9800.0,734,730,90.0,9667.47,346xx,0.0
9e3,789,785,1216.0,4033.74,958xx,0.0
7750.0,704,700,425.0,6655.86,945xx,0.0
4050.0,799,795,1096.0,1890.25,321xx,0.0
12e3,769,765,1096.0,430.49,104xx,0.0
25e3,794,790,425.0,21305.17,275xx,0.0
13500.0,704,700,1096.0,481.94,602xx,0.0
2e4,784,780,517.0,16237.19,259xx,0.0
5025.0,724,720,790.0,304.92,019xx,0.0
2500.0,754,750,425.0,1000.73,900xx,0.0
8e3,734,730,639.0,3896.35,329xx,0.0
11200.0,834,830,547.0,2719.77,946xx,0.0
19875.0,774,770,1155.0,10061.09,786xx,0.0
9e3,739,735,1096.0,335.05,065xx,0.0
6213.19,594,590,821.0,391.86,073xx,1.0
8400.0,704,700,731.0,3512.55,114xx,0.0
12675.0,764,760,1826.0,275.58,180xx,0.0
1e4,679,675,1096.0,324.01,923xx,0.0
9500.0,679,675,912.0,2415.1,286xx,0.0
14325.0,774,770,1096.0,467.09,088xx,0.0
2500.0,674,670,425.0,2130.56,857xx,0.0
6e3,719,715,912.0,158.47,800xx,0.0
6e3,679,675,790.0,2074.07,440xx,0.0
12e3,784,780,1520.0,2797.6,606xx,0.0
6e3,744,740,1065.0,598.13,113xx,0.0
3108.33,624,620,731.0,50.23,136xx,1.0
17500.0,794,790,1096.0,8522.55,926xx,0.0
1500.0,799,795,365.0,418.45,265xx,0.0
23800.0,764,760,334.0,4885.61,606xx,0.0
7e3,769,765,1096.0,230.74,553xx,0.0
2894.05,649,645,639.0,38.66,119xx,1.0
6800.0,664,660,486.0,4163.35,841xx,0.0
14399.99,714,710,1155.0,6492.72,840xx,0.0
16e3,699,695,31.0,16216.03,221xx,0.0
8e3,754,750,456.0,5337.94,640xx,0.0
1e4,704,700,1096.0,334.39,770xx,0.0
7200.0,759,755,1186.0,3283.52,287xx,0.0
2300.0,619,615,1096.0,87.06,972xx,0.0
6e3,789,785,547.0,3360.91,207xx,0.0
1e4,689,685,1247.0,4371.69,853xx,0.0
6e3,664,660,1096.0,201.82,069xx,0.0
5e3,729,725,1096.0,159.9,430xx,0.0
14e3,764,760,731.0,5958.43,985xx,0.0
3e3,629,625,1096.0,103.65,208xx,0.0
15e3,804,800,547.0,6361.09,432xx,0.0
2e4,734,730,212.0,18890.15,208xx,0.0
1200.0,649,645,1127.0,3.43,930xx,0.0
1e4,499,0,547.0,5689.23,112xx,0.0
9e3,699,695,943.0,893.16,980xx,0.0
7e3,784,780,1369.0,2316.05,902xx,0.0
12e3,689,685,1096.0,418.81,606xx,0.0
4652.34,644,640,1096.0,160.65,985xx,1.0
12e3,719,715,151.0,11482.42,208xx,0.0
9150.0,774,770,1520.0,1643.03,027xx,0.0
17600.0,689,685,609.0,9117.6,770xx,0.0
5e3,799,795,1096.0,167.73,902xx,0.0
25e3,689,685,1096.0,13095.55,906xx,0.0
10000.01,739,735,1096.0,343.71,980xx,0.0
145.42,644,640,90.0,90.36,600xx,1.0
1e4,649,645,1096.0,348.45,198xx,0.0
118.87,534,530,59.0,162.21,550xx,1.0
7809.34,664,660,1065.0,383.0,280xx,1.0
12e3,799,795,762.0,4355.88,085xx,0.0
2e4,814,810,609.0,10753.95,800xx,0.0
2500.0,739,735,1096.0,84.3,186xx,0.0
15e3,809,805,578.0,8155.21,605xx,0.0
576.36,639,635,396.0,77.15,060xx,1.0
6825.0,749,745,547.0,1857.77,727xx,0.0
683.27,529,525,212.0,129.77,980xx,1.0
6e3,779,775,882.0,1440.01,926xx,0.0
12e3,689,685,1096.0,417.89,482xx,0.0
5e3,819,815,1673.0,606.86,923xx,0.0
4e3,664,660,1096.0,137.07,028xx,0.0
5e3,659,655,731.0,300.88,327xx,0.0
6250.0,754,750,1096.0,228.39,195xx,0.0
4404.21,634,630,731.0,228.32,920xx,1.0
1e4,639,635,700.0,4551.95,088xx,0.0
16e3,714,710,974.0,1502.55,917xx,0.0
6250.0,714,710,1826.0,133.52,070xx,0.0
25e3,609,605,1186.0,12493.86,146xx,0.0
9500.0,759,755,609.0,3024.71,441xx,0.0
2e4,649,645,609.0,50.85,924xx,0.0
13500.0,694,690,1096.0,422.02,061xx,0.0
11200.0,684,680,1096.0,360.13,894xx,0.0
3600.0,764,760,151.0,3281.44,282xx,0.0
4900.0,694,690,1065.0,343.07,453xx,0.0
16e3,744,740,1826.0,361.33,108xx,0.0
4e3,739,735,700.0,1787.83,945xx,0.0
2400.0,639,635,670.0,1123.15,926xx,0.0
2e4,789,785,1096.0,736.05,335xx,0.0
15e3,739,735,365.0,10998.02,925xx,0.0
14400.0,729,725,1096.0,486.78,346xx,0.0
16e3,659,655,1096.0,622.02,915xx,0.0
18250.0,724,720,1096.0,664.0,600xx,0.0
744.97,599,595,456.0,75.02,950xx,1.0
12e3,764,760,1492.0,3103.51,212xx,0.0
5700.0,694,690,1096.0,215.29,921xx,0.0
13e3,754,750,547.0,7399.51,276xx,0.0
1e3,734,730,882.0,252.8,923xx,0.0
9e3,739,735,1642.0,1532.56,852xx,0.0
2e4,689,685,1096.0,687.69,983xx,0.0
1e4,749,745,90.0,9571.17,112xx,0.0
5561.43,789,785,882.0,36.68,324xx,1.0
5045.24,669,665,790.0,35.25,601xx,1.0
1500.0,639,635,456.0,870.14,606xx,0.0
12e3,599,595,790.0,4024.48,945xx,0.0
9e3,754,750,1096.0,297.3,299xx,0.0
7e3,759,755,578.0,3694.98,945xx,0.0
18e3,649,645,365.0,33.33,200xx,0.0
8e3,654,650,1127.0,272.22,201xx,0.0
1e4,714,710,1035.0,646.09,982xx,0.0
15e3,689,685,90.0,14527.8,940xx,0.0
2052.16,629,625,486.0,101.5,430xx,1.0
8e3,724,720,1096.0,277.27,662xx,0.0
2e4,709,705,1096.0,671.08,112xx,0.0
1e4,784,780,31.0,10084.84,110xx,0.0
8400.0,699,695,1096.0,276.26,750xx,0.0
1e4,789,785,1096.0,323.73,430xx,0.0
751.69,544,540,273.0,136.33,782xx,1.0
4020.13,599,595,304.0,725.56,608xx,1.0
3600.0,654,650,1551.0,173.24,027xx,0.0
25e3,764,760,90.0,24030.33,920xx,0.0
2004.67,689,685,273.0,364.65,349xx,1.0
2197.32,669,665,851.0,90.48,648xx,1.0
1802.03,604,600,578.0,152.59,945xx,1.0
14250.0,719,715,1004.0,1781.9,440xx,0.0
12e3,634,630,1826.0,254.54,761xx,0.0
7e3,674,670,59.0,6974.36,891xx,0.0
25e3,694,690,912.0,6026.03,706xx,0.0
6e3,799,795,1734.0,474.48,984xx,0.0
2158.5,674,670,151.0,729.29,331xx,1.0
9e3,694,690,151.0,8200.94,922xx,0.0
1e4,764,760,31.0,10050.31,760xx,0.0
15e3,579,575,547.0,8561.25,112xx,0.0
16e3,714,710,762.0,448.01,299xx,0.0
25e3,769,765,700.0,11100.22,108xx,0.0
4e3,634,630,882.0,1019.24,485xx,0.0
1e4,689,685,1826.0,237.17,482xx,0.0
6400.0,774,770,425.0,4386.65,855xx,0.0
18e3,789,785,486.0,14859.81,069xx,0.0
5600.0,674,670,1096.0,202.68,774xx,0.0
12500.0,604,600,334.0,9626.25,895xx,0.0
2e4,644,640,790.0,122.19,916xx,0.0
2836.78,659,655,974.0,32.18,344xx,1.0
1764.9,609,605,762.0,107.15,957xx,1.0
6500.0,699,695,943.0,3929.01,483xx,0.0
8e3,654,650,1826.0,180.45,787xx,0.0
1e4,659,655,1826.0,257.23,287xx,0.0
25e3,714,710,609.0,342.15,980xx,0.0
2e4,674,670,456.0,21.89,275xx,0.0
15600.0,779,775,731.0,11271.46,604xx,0.0
7e3,689,685,59.0,6919.16,919xx,0.0
14400.0,804,800,273.0,368.92,300xx,0.0
3250.0,709,705,486.0,2034.23,752xx,0.0
4e3,699,695,1096.0,128.36,077xx,0.0
17500.0,799,795,1826.0,418.05,129xx,0.0
4e3,804,800,1096.0,127.87,906xx,0.0
15e3,689,685,1096.0,499.77,945xx,0.0
1475.0,749,745,59.0,1445.14,088xx,0.0
2500.0,549,545,1096.0,84.99,453xx,0.0
7e3,659,655,1826.0,151.89,212xx,0.0
1e4,744,740,1826.0,225.56,220xx,0.0
6e3,704,700,486.0,4847.04,028xx,0.0
13500.0,659,655,1826.0,291.4,284xx,0.0
1e4,764,760,396.0,2534.79,981xx,0.0
5e3,754,750,1308.0,1898.8,329xx,0.0
14400.0,614,610,1857.0,341.46,765xx,0.0
9200.0,764,760,912.0,2121.27,957xx,0.0
12414.34,619,615,1155.0,58.46,244xx,1.0
6600.0,649,645,1096.0,243.41,980xx,0.0
22e3,659,655,1127.0,761.92,953xx,0.0
12e3,784,780,1096.0,400.43,194xx,0.0
2e4,794,790,1096.0,623.0,959xx,0.0
18e3,694,690,1004.0,2201.53,989xx,0.0
3319.97,684,680,547.0,364.38,946xx,1.0
22650.0,709,705,578.0,11980.62,119xx,0.0
12200.0,659,655,1581.0,2440.75,971xx,0.0
9e3,819,815,1004.0,1117.33,720xx,0.0
11200.0,649,645,365.0,9775.24,365xx,0.0
9250.0,704,700,821.0,2880.95,238xx,0.0
8e3,729,725,273.0,6467.78,981xx,0.0
7e3,714,710,1096.0,232.01,310xx,0.0
3e3,684,680,821.0,1002.77,945xx,0.0
15e3,739,735,1004.0,416.96,448xx,0.0
5e3,744,740,1492.0,1307.51,761xx,0.0
16e3,664,660,1826.0,360.27,495xx,0.0
12e3,759,755,670.0,495.94,021xx,0.0
5000.01,669,665,1096.0,183.21,322xx,0.0
17150.0,829,825,943.0,9709.0,846xx,0.0
6e3,664,660,1127.0,146.61,926xx,0.0
1e4,709,705,425.0,617.33,432xx,0.0
25e3,609,605,334.0,22127.87,222xx,0.0
6e3,649,645,1826.0,141.74,337xx,0.0
4500.0,709,705,425.0,3096.73,914xx,0.0
4e3,679,675,456.0,2605.01,941xx,0.0
6e3,739,735,1704.0,679.23,949xx,0.0
12500.0,559,555,1704.0,1420.39,571xx,0.0
6135.75,604,600,609.0,48.64,913xx,1.0
4550.0,719,715,912.0,12.24,850xx,0.0
9800.0,799,795,151.0,305.58,802xx,0.0
9e3,684,680,912.0,2100.51,941xx,0.0
25e3,804,800,1096.0,866.83,070xx,0.0
747.91,499,0,609.0,55.23,280xx,1.0
1200.0,579,575,334.0,6.68,551xx,0.0
5e3,669,665,1096.0,184.95,336xx,0.0
12799.99,774,770,1642.0,2067.55,070xx,0.0
1e4,634,630,1339.0,154.91,606xx,0.0
5e3,654,650,1826.0,111.33,170xx,0.0
2e4,734,730,181.0,17547.15,949xx,0.0
25e3,779,775,456.0,21291.84,356xx,0.0
6250.0,784,780,59.0,6124.92,660xx,0.0
2e4,719,715,1127.0,10196.64,200xx,0.0
2e4,694,690,578.0,10803.86,950xx,0.0
8e3,809,805,1096.0,268.65,117xx,0.0
