total_rec_prncp,last_fico_range_high,last_fico_range_low,last_pymnt_delta,last_pymnt_amnt,zip_code,is_bad
6e3,679,675,1126.0,193.45,194xx,0.0
2350.0,669,665,608.0,1273.82,103xx,0.0
1546.2,639,635,547.0,109.52,201xx,1.0
8e3,744,740,792.0,1160.78,070xx,0.0
1e3,794,790,1004.0,160.43,852xx,0.0
12e3,694,690,1126.0,403.0,100xx,0.0
2400.0,669,665,1126.0,89.5,641xx,0.0
4234.48,659,655,822.0,402.4,243xx,1.0
6e3,724,720,1126.0,215.2,140xx,0.0
15e3,754,750,1126.0,539.35,566xx,0.0
12e3,784,780,1126.0,375.63,926xx,0.0
15950.0,779,775,153.0,164.03,967xx,0.0
1431.12,619,615,213.0,245.63,446xx,1.0
25e3,639,635,1431.0,214.29,532xx,0.0
7e3,749,745,578.0,4097.24,495xx,0.0
25e3,739,735,457.0,1660.01,662xx,0.0
794.55,499,0,182.0,241.46,908xx,1.0
2e4,724,720,1857.0,499.94,068xx,0.0
3e3,759,755,1126.0,113.13,900xx,0.0
14e3,804,800,608.0,2215.6,088xx,0.0
8e3,754,750,243.0,6818.07,334xx,0.0
35e3,709,705,913.0,22094.12,926xx,0.0
5e3,724,720,822.0,1689.53,945xx,0.0
18e3,779,775,488.0,14836.76,601xx,0.0
1e4,684,680,1126.0,366.21,606xx,0.0
11e3,794,790,912.0,2661.17,703xx,0.0
8e3,724,720,792.0,2994.24,365xx,0.0
11e3,774,770,1126.0,389.34,774xx,0.0
9e3,779,775,488.0,5791.46,727xx,0.0
12e3,684,680,884.0,4649.17,301xx,0.0
664.25,589,585,457.0,90.0,120xx,1.0
12e3,719,715,547.0,6970.33,114xx,0.0
1e4,729,725,427.0,7128.31,890xx,0.0
1e4,679,675,427.0,6623.6,010xx,0.0
15e3,754,750,792.0,802.57,945xx,0.0
3e3,709,705,608.0,1669.52,906xx,0.0
1200.0,754,750,1126.0,38.61,788xx,0.0
2e4,714,710,882.0,12312.81,080xx,0.0
14400.0,744,740,792.0,5341.08,122xx,0.0
15e3,744,740,457.0,9715.27,063xx,0.0
1e4,759,755,1065.0,911.59,557xx,0.0
30750.0,774,770,1584.0,5914.93,424xx,0.0
13300.0,609,605,457.0,11612.38,601xx,0.0
12800.0,764,760,1034.0,1587.17,606xx,0.0
9e3,749,745,61.0,9109.01,054xx,0.0
1943.64,639,635,396.0,346.21,109xx,1.0
8e3,554,550,1126.0,293.17,105xx,0.0
9350.0,564,560,1126.0,297.94,902xx,0.0
7500.0,694,690,547.0,4573.99,180xx,0.0
11200.0,714,710,1096.0,763.24,206xx,0.0
2975.0,804,800,669.0,50.4,303xx,0.0
3322.11,659,655,943.0,87.73,431xx,1.0
9e3,644,640,427.0,6446.12,286xx,0.0
1099.95,534,530,304.0,276.83,061xx,1.0
16e3,714,710,1857.0,367.66,925xx,0.0
4407.53,624,620,578.0,540.61,026xx,1.0
8957.28,534,530,1127.0,475.99,741xx,1.0
5e3,664,660,1126.0,171.91,678xx,0.0
35e3,604,600,578.0,28093.43,088xx,0.0
5e3,704,700,1126.0,168.11,600xx,0.0
20125.0,619,615,1157.0,9099.81,774xx,0.0
4200.0,639,635,1004.0,677.44,921xx,0.0
4800.0,759,755,1065.0,454.16,112xx,0.0
28e3,664,660,609.0,21439.38,543xx,0.0
25e3,684,680,731.0,552.9,925xx,0.0
5100.0,689,685,1004.0,791.8,731xx,0.0
15587.83,599,595,1857.0,412.53,112xx,0.0
2e4,714,710,639.0,10104.0,330xx,0.0
3e4,739,735,578.0,11658.91,280xx,0.0
12e3,694,690,1308.0,1478.71,398xx,0.0
12e3,664,660,1096.0,753.08,021xx,0.0
35e3,629,625,943.0,20651.7,068xx,0.0
16e3,754,750,1126.0,492.17,751xx,0.0
28250.0,744,740,1126.0,1033.42,605xx,0.0
2e4,694,690,427.0,17576.18,921xx,0.0
16e3,799,795,1126.0,509.28,431xx,0.0
5e3,779,775,1126.0,155.59,494xx,0.0
18950.0,814,810,912.0,5091.84,200xx,0.0
6593.9,529,525,731.0,25.08,597xx,1.0
1800.0,749,745,335.0,821.56,342xx,0.0
3e4,694,690,1035.0,16849.49,752xx,0.0
2500.0,624,620,1096.0,88.12,180xx,0.0
6495.34,594,590,731.0,177.65,194xx,1.0
8e3,649,645,1857.0,223.27,900xx,0.0
28e3,729,725,548.0,21721.5,926xx,0.0
373.6,529,525,122.0,155.56,027xx,1.0
35e3,694,690,1431.0,10418.7,077xx,0.0
4200.0,714,710,182.0,3851.81,350xx,0.0
6427.44,534,530,670.0,715.53,760xx,1.0
1500.0,679,675,1096.0,112.77,028xx,0.0
3377.76,604,600,578.0,28.39,444xx,1.0
4e3,604,600,1126.0,143.31,913xx,0.0
14593.67,679,675,1827.0,377.49,852xx,0.0
15e3,734,730,1461.0,457.2,926xx,0.0
6e3,739,735,1857.0,126.96,330xx,0.0
12e3,784,780,1126.0,368.09,913xx,0.0
10625.0,689,685,1126.0,337.23,960xx,0.0
1e4,534,530,519.0,6370.39,675xx,0.0
5500.0,719,715,1126.0,199.91,600xx,0.0
3500.0,684,680,1065.0,100.76,532xx,0.0
5e3,694,690,1126.0,166.08,497xx,0.0
6200.0,684,680,853.0,1985.47,104xx,0.0
3e3,709,705,1126.0,99.55,193xx,0.0
5e3,789,785,1857.0,127.46,917xx,0.0
16e3,769,765,1491.0,4956.59,191xx,0.0
6e3,679,675,122.0,5776.39,770xx,0.0
3e4,754,750,731.0,21512.59,483xx,0.0
6e3,769,765,1126.0,215.21,330xx,0.0
1365.44,629,625,153.0,514.64,925xx,1.0
4441.34,569,565,1369.0,162.74,437xx,1.0
15e3,669,665,974.0,9289.24,066xx,0.0
694.98,619,615,122.0,448.6,891xx,1.0
25e3,704,700,1035.0,13046.65,841xx,0.0
13800.0,669,665,1126.0,500.39,019xx,0.0
2400.0,579,575,1126.0,82.9,563xx,0.0
2212.02,624,620,457.0,287.56,314xx,1.0
1400.0,704,700,1126.0,52.02,972xx,0.0
14125.0,744,740,1857.0,330.17,341xx,0.0
12e3,774,770,396.0,6422.07,338xx,0.0
17e3,799,795,1857.0,365.95,411xx,0.0
24e3,624,620,1492.0,6878.7,786xx,0.0
7e3,684,680,1034.0,3990.27,902xx,0.0
12e3,664,660,1157.0,4429.45,925xx,0.0
4e3,609,605,547.0,2406.21,917xx,0.0
6e3,799,795,488.0,256.17,105xx,0.0
7400.0,739,735,304.0,5942.47,850xx,0.0
1e4,669,665,1461.0,3272.54,770xx,0.0
12e3,764,760,578.0,6640.11,087xx,0.0
14e3,669,665,639.0,4436.85,282xx,0.0
2e4,694,690,1126.0,630.69,707xx,0.0
23e3,749,745,366.0,183.31,935xx,0.0
7400.0,739,735,1126.0,256.58,021xx,0.0
3e4,769,765,1857.0,662.57,926xx,0.0
7e3,569,565,1157.0,280.4,852xx,0.0
6e3,794,790,1034.0,757.81,604xx,0.0
3600.0,599,595,1126.0,134.38,265xx,0.0
18200.0,739,735,1827.0,484.39,238xx,0.0
2500.0,654,650,61.0,2535.47,754xx,0.0
5e3,749,745,1126.0,178.24,977xx,0.0
6e3,704,700,853.0,1835.22,967xx,0.0
22800.0,654,650,1126.0,800.42,722xx,0.0
32e3,829,825,1126.0,992.3,801xx,0.0
2e4,719,715,1126.0,635.96,024xx,0.0
12800.0,594,590,1004.0,7635.09,212xx,0.0
3600.0,669,665,1126.0,125.8,080xx,0.0
2e4,664,660,761.0,6948.35,800xx,0.0
14e3,809,805,519.0,8517.19,337xx,0.0
5206.06,564,560,1034.0,30.24,744xx,1.0
28e3,779,775,427.0,19763.85,336xx,0.0
14e3,739,735,700.0,6177.28,951xx,0.0
16e3,649,645,912.0,10558.87,664xx,0.0
18800.0,714,710,822.0,12703.74,721xx,0.0
35e3,759,755,1126.0,17673.34,770xx,0.0
14e3,799,795,396.0,10040.28,060xx,0.0
4e3,774,770,1126.0,131.58,921xx,0.0
5e3,714,710,1126.0,172.37,440xx,0.0
4e3,764,760,153.0,3728.23,620xx,0.0
5e3,659,655,943.0,1153.84,770xx,0.0
2e4,699,695,1004.0,12382.02,554xx,0.0
12e3,694,690,1857.0,265.02,770xx,0.0
5e3,749,745,973.0,963.41,934xx,0.0
5300.0,684,680,1583.0,1244.15,604xx,0.0
2e4,809,805,547.0,16089.7,986xx,0.0
12e3,609,605,335.0,7371.19,327xx,0.0
6e3,764,760,243.0,5101.33,328xx,0.0
999.47,659,655,427.0,93.34,323xx,1.0
2609.67,564,560,669.0,176.51,927xx,1.0
3500.0,774,770,1126.0,122.02,303xx,0.0
5150.0,739,735,274.0,4252.23,282xx,0.0
2718.5,624,620,792.0,110.44,625xx,1.0
13500.0,669,665,457.0,11719.05,117xx,0.0
1451.93,644,640,304.0,152.88,351xx,1.0
2e4,754,750,1126.0,632.79,341xx,0.0
11875.0,734,730,943.0,2656.35,282xx,0.0
1375.45,619,615,213.0,561.06,890xx,1.0
1400.0,629,625,1065.0,144.19,070xx,0.0
24625.0,734,730,1187.0,5711.47,770xx,0.0
2400.0,799,795,396.0,1722.06,149xx,0.0
11722.31,664,660,884.0,260.4,145xx,1.0
1e4,679,675,608.0,5551.37,774xx,0.0
12e3,664,660,1126.0,377.12,947xx,0.0
4800.0,744,740,488.0,1119.33,953xx,0.0
12e3,709,705,1065.0,1147.49,070xx,0.0
15e3,804,800,912.0,3678.51,805xx,0.0
25e3,699,695,578.0,19246.32,802xx,0.0
12e3,724,720,1126.0,382.34,104xx,0.0
5100.0,804,800,396.0,3658.62,992xx,0.0
5037.87,574,570,669.0,25.4,913xx,1.0
1e4,824,820,213.0,936.25,201xx,0.0
12e3,729,725,1126.0,388.91,191xx,0.0
22e3,629,625,1126.0,11660.78,752xx,0.0
7e3,659,655,578.0,3996.21,606xx,0.0
24e3,704,700,1827.0,503.98,303xx,0.0
25e3,784,780,1857.0,560.76,442xx,0.0
24e3,729,725,882.0,1839.55,328xx,0.0
3e3,779,775,335.0,1306.56,956xx,0.0
2e3,499,0,1126.0,72.34,920xx,0.0
4e3,784,780,457.0,2670.46,840xx,0.0
1e4,744,740,1126.0,316.06,940xx,0.0
21200.0,699,695,1004.0,3377.1,760xx,0.0
5600.0,734,730,884.0,1531.9,920xx,0.0
9800.0,779,775,243.0,8721.27,980xx,0.0
1500.0,619,615,761.0,577.41,214xx,0.0
28e3,529,525,1157.0,47.44,953xx,0.0
35.8,589,585,61.0,94.22,770xx,1.0
5140.52,499,0,547.0,29.54,146xx,1.0
24190.82,579,575,973.0,133.49,112xx,1.0
1402.66,614,610,1004.0,114.81,751xx,1.0
12e3,669,665,304.0,10811.58,310xx,0.0
2400.0,574,570,1126.0,90.16,212xx,0.0
3500.0,604,600,884.0,1012.99,432xx,0.0
35e3,759,755,1857.0,760.04,282xx,0.0
28e3,769,765,1126.0,890.77,622xx,0.0
7200.0,724,720,884.0,1939.26,921xx,0.0
8100.0,784,780,61.0,8153.46,606xx,0.0
23213.09,594,590,1399.0,874.93,631xx,1.0
15e3,814,810,822.0,4946.89,973xx,0.0
4500.0,769,765,700.0,2025.7,980xx,0.0
8e3,749,745,366.0,6005.81,701xx,0.0
2600.0,759,755,639.0,801.44,921xx,0.0
1e4,724,720,1126.0,310.68,900xx,0.0
16600.0,644,640,1126.0,8840.61,140xx,0.0
9e3,744,740,274.0,6420.48,275xx,0.0
9600.0,609,605,1126.0,359.16,480xx,0.0
35e3,619,615,61.0,35337.09,450xx,0.0
5375.0,539,535,182.0,4929.05,539xx,0.0
14e3,734,730,1552.0,3084.0,652xx,0.0
15e3,704,700,1126.0,7342.28,857xx,0.0
7e3,694,690,1126.0,237.72,934xx,0.0
8130.75,614,610,1157.0,336.86,326xx,1.0
16e3,809,805,244.0,167.26,975xx,0.0
3350.0,709,705,488.0,2158.95,850xx,0.0
5177.48,564,560,731.0,738.82,921xx,1.0
12800.0,719,715,243.0,8828.72,921xx,0.0
14825.0,639,635,1096.0,902.04,782xx,0.0
28600.0,724,720,700.0,22292.64,851xx,0.0
6171.18,634,630,1004.0,200.0,100xx,1.0
12e3,709,705,427.0,229.12,775xx,0.0
6425.0,829,825,1126.0,199.49,335xx,0.0
2518.9,499,0,366.0,310.09,707xx,1.0
4150.0,704,700,912.0,2698.66,286xx,0.0
7500.0,804,800,822.0,220.55,300xx,0.0
13225.0,749,745,182.0,12706.54,216xx,0.0
15e3,724,720,1126.0,483.65,605xx,0.0
7875.0,649,645,608.0,45.7,347xx,0.0
3171.69,559,555,912.0,126.0,935xx,1.0
1500.0,744,740,761.0,517.11,074xx,0.0
5500.0,624,620,639.0,2830.24,953xx,0.0
18e3,729,725,912.0,4540.51,853xx,0.0
35e3,754,750,1126.0,1120.08,967xx,0.0
25e3,789,785,1096.0,1570.55,194xx,0.0
1e4,609,605,1126.0,325.29,079xx,0.0
25e3,729,725,1126.0,889.02,773xx,0.0
4200.0,714,710,1126.0,142.42,750xx,0.0
3e4,709,705,1126.0,1016.17,956xx,0.0
23450.0,839,835,943.0,5040.37,146xx,0.0
1e4,674,670,1126.0,345.66,958xx,0.0
6500.0,649,645,669.0,4952.67,278xx,0.0
26e3,769,765,1034.0,1354.39,234xx,0.0
7125.0,674,670,1126.0,234.61,600xx,0.0
3600.0,734,730,274.0,3079.44,105xx,0.0
5e3,784,780,1126.0,167.44,296xx,0.0
12e3,659,655,304.0,8404.11,913xx,0.0
15e3,669,665,1552.0,4028.75,070xx,0.0
5e3,744,740,578.0,2806.56,089xx,0.0
24e3,824,820,457.0,16088.2,801xx,0.0
16720.06,654,650,1338.0,350.0,890xx,1.0
11325.0,754,750,884.0,3107.53,179xx,0.0
13500.0,704,700,1704.0,1761.07,365xx,0.0
9150.0,734,730,700.0,4037.63,750xx,0.0
5400.0,689,685,1065.0,523.82,441xx,0.0
28e3,779,775,396.0,20271.27,100xx,0.0
22e3,834,830,1827.0,488.99,335xx,0.0
1751.48,499,0,1065.0,107.97,080xx,1.0
16e3,669,665,1827.0,399.76,111xx,0.0
15e3,824,820,731.0,6291.43,928xx,0.0
5200.0,754,750,61.0,5229.6,718xx,0.0
3500.0,749,745,912.0,932.28,120xx,0.0
4500.0,594,590,335.0,3481.59,112xx,0.0
6264.33,614,610,639.0,381.04,765xx,1.0
5478.93,579,575,669.0,658.36,330xx,1.0
7e3,724,720,1126.0,222.58,113xx,0.0
35e3,719,715,1857.0,804.68,247xx,0.0
1200.0,599,595,427.0,875.49,920xx,0.0
12250.0,744,740,1126.0,393.2,760xx,0.0
7200.0,759,755,122.0,6931.57,660xx,0.0
2e3,569,565,1126.0,73.1,958xx,0.0
24000.01,719,715,973.0,7461.72,068xx,0.0
2e4,779,775,822.0,13649.79,598xx,0.0
4e3,749,745,1126.0,123.94,231xx,0.0
12e3,789,785,1765.0,349.4,992xx,0.0
1e4,734,730,1126.0,347.88,774xx,0.0
32e3,634,630,1277.0,15017.25,207xx,0.0
6500.0,749,745,1034.0,788.6,988xx,0.0
8650.0,734,730,488.0,1962.52,212xx,0.0
15e3,669,665,1765.0,1360.48,189xx,0.0
3e4,694,690,1338.0,11908.43,940xx,0.0
25e3,769,765,700.0,6188.89,900xx,0.0
8e3,784,780,578.0,1943.68,301xx,0.0
32400.0,704,700,853.0,9850.43,210xx,0.0
1e4,719,715,1126.0,307.43,336xx,0.0
13675.0,689,685,1857.0,301.6,450xx,0.0
21350.0,734,730,1065.0,11528.55,017xx,0.0
23675.0,704,700,1034.0,13702.01,804xx,0.0
8e3,774,770,182.0,7287.55,648xx,0.0
9050.0,774,770,700.0,4032.99,294xx,0.0
16e3,669,665,396.0,11869.08,334xx,0.0
2e4,754,750,912.0,5188.34,853xx,0.0
5300.0,609,605,1126.0,211.48,951xx,0.0
4513.88,499,0,700.0,906.88,010xx,1.0
13e3,714,710,1126.0,398.61,921xx,0.0
26e3,659,655,1126.0,12676.11,972xx,0.0
8400.0,714,710,639.0,4392.47,104xx,0.0
25e3,719,715,488.0,20717.79,100xx,0.0
1200.0,589,585,1126.0,44.43,443xx,0.0
4007.61,639,635,578.0,40.8,740xx,1.0
4622.41,644,640,427.0,476.3,018xx,1.0
7e3,784,780,1126.0,233.33,973xx,0.0
1e4,754,750,1126.0,348.81,303xx,0.0
7200.0,809,805,973.0,1324.81,181xx,0.0
8800.0,584,580,488.0,97.32,116xx,0.0
10800.0,744,740,1126.0,350.49,244xx,0.0
7731.29,584,580,397.0,912.58,983xx,1.0
5600.0,739,735,1004.0,943.9,111xx,0.0
313.43,634,630,91.0,241.46,358xx,1.0
12500.0,689,685,1126.0,427.68,762xx,0.0
28200.0,714,710,792.0,20236.93,923xx,0.0
9e3,829,825,519.0,5478.34,956xx,0.0
7500.0,659,655,1857.0,165.44,532xx,0.0
15e3,804,800,1065.0,7923.32,945xx,0.0
13e3,719,715,1857.0,298.3,958xx,0.0
1e3,644,640,1126.0,23.27,606xx,0.0
15e3,824,820,731.0,6190.3,076xx,0.0
3e4,754,750,1857.0,677.1,775xx,0.0
4500.0,804,800,973.0,851.26,922xx,0.0
2500.0,699,695,519.0,1595.15,951xx,0.0
8e3,794,790,122.0,5861.79,916xx,0.0
12e3,789,785,1126.0,379.84,926xx,0.0
35e3,749,745,457.0,276.88,328xx,0.0
12e3,709,705,761.0,8152.17,341xx,0.0
35e3,634,630,1857.0,785.54,068xx,0.0
16e3,599,595,578.0,13127.64,030xx,0.0
11300.0,739,735,1126.0,387.3,086xx,0.0
4e3,654,650,973.0,800.47,923xx,0.0
18e3,704,700,1218.0,8803.4,958xx,0.0
35e3,749,745,854.0,9534.35,331xx,0.0
10500.0,714,710,1004.0,1608.66,276xx,0.0
8400.0,694,690,1126.0,295.37,801xx,0.0
5e3,719,715,1126.0,183.22,280xx,0.0
12e3,674,670,1338.0,4914.93,750xx,0.0
4800.0,779,775,731.0,2075.57,840xx,0.0
10500.0,799,795,669.0,5006.29,934xx,0.0
3e3,744,740,1004.0,1739.7,852xx,0.0
5e3,759,755,1065.0,508.51,302xx,0.0
1050.84,639,635,304.0,172.48,495xx,1.0
6500.0,754,750,547.0,803.05,809xx,0.0
2e4,714,710,884.0,6193.88,100xx,0.0
2e4,699,695,1126.0,726.2,030xx,0.0
7e3,594,590,1126.0,227.66,895xx,0.0
13750.0,784,780,761.0,5616.06,333xx,0.0
5e3,709,705,1096.0,152.39,945xx,0.0
14e3,724,720,1277.0,5795.6,881xx,0.0
4e3,764,760,608.0,2059.44,716xx,0.0
17e3,814,810,1126.0,519.68,763xx,0.0
14350.0,674,670,1857.0,368.45,030xx,0.0
10625.0,699,695,274.0,9858.65,941xx,0.0
12e3,719,715,853.0,3573.92,678xx,0.0
5634.99,584,580,761.0,26.22,605xx,1.0
12e3,694,690,1126.0,408.13,875xx,0.0
12e3,809,805,304.0,5569.95,554xx,0.0
2e3,564,560,639.0,1011.5,144xx,0.0
18400.0,654,650,1308.0,8092.33,238xx,0.0
8e3,724,720,1126.0,119.79,284xx,0.0
21e3,724,720,182.0,20443.68,064xx,0.0
9500.0,649,645,1065.0,5488.22,112xx,0.0
26e3,724,720,1126.0,948.48,361xx,0.0
5e3,764,760,1126.0,167.07,346xx,0.0
28e3,829,825,1522.0,6936.69,606xx,0.0
9600.0,729,725,1126.0,331.97,925xx,0.0
2570.56,599,595,427.0,471.1,935xx,1.0
5e3,804,800,1126.0,155.34,870xx,0.0
16e3,814,810,1643.0,2740.78,941xx,0.0
19200.0,744,740,792.0,13784.98,940xx,0.0
3e4,719,715,122.0,14.04,980xx,0.0
7200.0,754,750,1126.0,235.24,021xx,0.0
15e3,814,810,1126.0,460.02,277xx,0.0
10200.0,709,705,700.0,4581.51,925xx,0.0
6350.0,669,665,1126.0,220.69,983xx,0.0
13e3,499,0,91.0,12764.57,900xx,0.0
4e3,734,730,731.0,1733.75,140xx,0.0
1500.0,624,620,1126.0,54.78,331xx,0.0
28e3,769,765,1126.0,934.77,112xx,0.0
1454.26,649,645,488.0,137.98,070xx,1.0
12e3,714,710,1399.0,3968.45,326xx,0.0
2e4,694,690,912.0,5090.9,329xx,0.0
6350.0,669,665,1126.0,218.01,341xx,0.0
2e4,689,685,1126.0,704.95,931xx,0.0
1e4,634,630,700.0,7566.36,100xx,0.0
9100.0,719,715,1126.0,316.96,850xx,0.0
25e3,779,775,488.0,21236.15,852xx,0.0
9200.0,664,660,1126.0,321.06,905xx,0.0
17e3,744,740,1065.0,1691.96,117xx,0.0
2933.11,704,700,608.0,25.13,234xx,1.0
15e3,744,740,912.0,3891.45,170xx,0.0
1e4,729,725,1126.0,341.98,851xx,0.0
17e3,804,800,1126.0,537.27,070xx,0.0
2e3,694,690,1096.0,58.77,112xx,0.0
16e3,699,695,1277.0,6053.85,913xx,0.0
3e4,709,705,1857.0,701.73,310xx,0.0
3e4,714,710,669.0,23606.75,750xx,0.0
13484.94,574,570,1034.0,45.37,294xx,1.0
8400.0,834,830,1126.0,259.86,787xx,0.0
21348.99,579,575,1430.0,662.95,321xx,1.0
2e3,669,665,1126.0,70.89,111xx,0.0
6e3,759,755,335.0,4776.65,630xx,0.0
2675.0,644,640,761.0,973.48,107xx,0.0
1543.52,589,585,335.0,265.18,336xx,1.0
1e4,804,800,912.0,1994.93,132xx,0.0
3400.0,739,735,1126.0,116.13,900xx,0.0
4e3,659,655,1126.0,137.09,857xx,0.0
2e4,714,710,1857.0,468.11,326xx,0.0
2e3,574,570,1126.0,69.58,951xx,0.0
12800.0,699,695,1552.0,2822.05,180xx,0.0
12e3,664,660,1126.0,430.11,750xx,0.0
35e3,764,760,1065.0,18432.08,940xx,0.0
3711.73,639,635,488.0,44.24,078xx,1.0
27400.0,734,730,1704.0,3555.15,342xx,0.0
22250.0,719,715,243.0,19293.35,782xx,0.0
5025.0,744,740,943.0,1097.3,019xx,0.0
22800.0,719,715,943.0,1087.42,864xx,0.0
11300.0,739,735,1096.0,744.57,786xx,0.0
5e3,714,710,912.0,1277.88,130xx,0.0
5600.0,744,740,1126.0,173.65,920xx,0.0
15e3,689,685,1126.0,521.24,955xx,0.0
4049.64,624,620,731.0,254.3,206xx,1.0
3700.0,809,805,519.0,2282.36,303xx,0.0
2e3,754,750,274.0,1666.03,787xx,0.0
2378.99,654,650,274.0,590.17,105xx,1.0
5851.59,609,605,731.0,321.11,453xx,1.0
9800.0,629,625,1338.0,3674.5,989xx,0.0
7e3,794,790,1126.0,233.38,970xx,0.0
4e3,709,705,1034.0,519.45,294xx,0.0
17e3,744,740,1126.0,535.82,770xx,0.0
3600.0,794,790,547.0,2092.43,024xx,0.0
7200.0,634,630,1126.0,221.23,115xx,0.0
4e3,809,805,822.0,1310.34,322xx,0.0
3e4,659,655,822.0,233.54,765xx,0.0
2e4,754,750,1126.0,634.81,054xx,0.0
25500.0,834,830,1857.0,637.32,972xx,0.0
10200.0,719,715,1126.0,352.75,917xx,0.0
1270.81,659,655,335.0,156.46,976xx,1.0
1e4,779,775,792.0,991.96,366xx,0.0
35e3,709,705,1126.0,1125.79,140xx,0.0
8600.0,694,690,1126.0,278.73,770xx,0.0
9e3,779,775,700.0,3970.97,658xx,0.0
21600.0,694,690,608.0,11940.67,201xx,0.0
22275.0,789,785,1765.0,1980.22,335xx,0.0
1700.41,534,530,304.0,325.95,852xx,1.0
12e3,739,735,1522.0,3289.2,104xx,0.0
22700.0,764,760,853.0,15484.31,331xx,0.0
5e3,734,730,973.0,979.22,853xx,0.0
14400.0,729,725,578.0,8317.97,750xx,0.0
21e3,764,760,1126.0,710.65,774xx,0.0
11e3,789,785,1034.0,1401.57,800xx,0.0
21075.0,814,810,1857.0,453.9,070xx,0.0
1e4,764,760,1126.0,332.91,984xx,0.0
5950.0,704,700,488.0,3966.52,782xx,0.0
5328.14,594,590,304.0,848.27,857xx,1.0
4375.0,639,635,761.0,1795.12,928xx,0.0
5e3,724,720,1126.0,174.76,322xx,0.0
4300.0,654,650,243.0,3679.38,282xx,0.0
1252.91,559,555,1126.0,60.75,801xx,1.0
10625.0,784,780,519.0,6466.13,657xx,0.0
3403.26,499,0,1430.0,125.83,080xx,1.0
10700.0,764,760,213.0,9374.38,085xx,0.0
35e3,794,790,1249.0,14733.64,958xx,0.0
19850.0,829,825,1034.0,10971.79,088xx,0.0
11800.0,784,780,488.0,7577.89,077xx,0.0
7e3,699,695,1126.0,215.0,554xx,0.0
3e3,824,820,669.0,1410.49,838xx,0.0
5e3,829,825,182.0,4543.71,605xx,0.0
4e3,539,535,884.0,1181.13,300xx,0.0
4e3,789,785,1857.0,93.1,907xx,0.0
6e3,704,700,1126.0,203.93,940xx,0.0
24e3,679,675,1126.0,858.63,923xx,0.0
1200.0,709,705,1126.0,42.4,864xx,0.0
7700.0,759,755,578.0,4448.89,281xx,0.0
7e3,819,815,488.0,223.6,601xx,0.0
12025.0,734,730,1096.0,842.91,108xx,0.0
5600.0,754,750,578.0,3123.26,275xx,0.0
28e3,654,650,1857.0,593.53,331xx,0.0
17958.48,549,545,1065.0,94.47,921xx,1.0
3030.56,549,545,396.0,656.89,926xx,1.0
5e3,759,755,608.0,1258.34,027xx,0.0
6e3,729,725,1277.0,2542.52,928xx,0.0
10700.0,704,700,943.0,2496.69,957xx,0.0
14600.0,744,740,669.0,6853.49,189xx,0.0
7200.0,699,695,1065.0,674.84,762xx,0.0
12600.0,819,815,1249.0,5060.16,923xx,0.0
12600.0,794,790,457.0,10626.11,152xx,0.0
3300.0,684,680,669.0,1581.62,019xx,0.0
3500.0,759,755,1704.0,463.92,605xx,0.0
2768.14,629,625,547.0,194.45,856xx,1.0
7201.51,559,555,1430.0,206.07,619xx,1.0
6e3,699,695,1126.0,206.23,321xx,0.0
12e3,799,795,153.0,11139.51,446xx,0.0
6800.0,764,760,519.0,4136.65,651xx,0.0
14e3,709,705,912.0,8911.62,977xx,0.0
5e3,719,715,1857.0,116.38,563xx,0.0
601.97,564,560,182.0,212.15,190xx,1.0
14400.0,654,650,853.0,4437.35,953xx,0.0
2e3,619,615,1857.0,49.28,490xx,0.0
635.86,584,580,243.0,173.99,913xx,1.0
5e3,794,790,608.0,273.5,021xx,0.0
8e3,709,705,1096.0,572.4,956xx,0.0
6500.0,759,755,335.0,4837.24,773xx,0.0
5e3,814,810,1126.0,153.34,800xx,0.0
12e3,679,675,1126.0,419.37,152xx,0.0
2109.3,594,590,639.0,251.82,917xx,1.0
2e3,774,770,457.0,1327.39,303xx,0.0
722.94,564,560,731.0,38.67,950xx,1.0
3e3,824,820,973.0,719.34,531xx,0.0
6200.0,809,805,1126.0,203.52,900xx,0.0
11892.44,619,615,884.0,952.39,700xx,1.0
6025.0,684,680,1126.0,185.15,211xx,0.0
2e4,684,680,822.0,13192.51,281xx,0.0
13e3,789,785,91.0,12978.92,067xx,0.0
3e3,694,690,669.0,1449.79,191xx,0.0
18e3,794,790,578.0,10097.34,018xx,0.0
1e4,554,550,1796.0,161.69,855xx,0.0
2e3,684,680,822.0,669.06,435xx,0.0
12e3,689,685,427.0,10190.8,633xx,0.0
1e4,679,675,488.0,6386.0,917xx,0.0
4800.0,549,545,1126.0,170.06,919xx,0.0
3846.47,614,610,669.0,310.12,960xx,1.0
9300.0,659,655,1126.0,341.93,956xx,0.0
15e3,709,705,547.0,8829.15,294xx,0.0
5e3,664,660,1126.0,174.58,852xx,0.0
2e3,769,765,1126.0,76.65,920xx,0.0
10800.0,684,680,1277.0,4939.43,594xx,0.0
14e3,669,665,1034.0,43.22,707xx,0.0
5589.72,634,630,547.0,395.04,871xx,1.0
5e3,679,675,1096.0,357.87,784xx,0.0
13800.0,719,715,822.0,9974.16,799xx,0.0
5e3,674,670,1126.0,184.11,928xx,0.0
24425.0,824,820,1187.0,12518.9,841xx,0.0
1e4,674,670,1065.0,1000.77,117xx,0.0
7300.0,724,720,639.0,194.52,786xx,0.0
18e3,614,610,1126.0,7.34,357xx,0.0
